"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"M17";"2.449,4680";"2.449,8730";"0,4050";"24,30";"24/05/2017"
"AUD - Dólar comercial australiano";"Q17";"2.479,5150";"2.479,9470";"0,4320";"25,92";"24/05/2017"
"BGI - Boi gordo";"K17";"133,50";"133,50";"0,00";"0,00";"24/05/2017"
"BGI - Boi gordo";"M17";"129,70";"129,15";"-0,55";"181,50";"24/05/2017"
"BGI - Boi gordo";"N17";"130,75";"130,45";"-0,30";"99,00";"24/05/2017"
"BGI - Boi gordo";"Q17";"131,25";"130,64";"-0,61";"201,30";"24/05/2017"
"BGI - Boi gordo";"U17";"131,84";"131,23";"-0,61";"201,30";"24/05/2017"
"BGI - Boi gordo";"V17";"132,30";"131,69";"-0,61";"201,30";"24/05/2017"
"BGI - Boi gordo";"X17";"132,97";"132,36";"-0,61";"201,30";"24/05/2017"
"BGI - Boi gordo";"Z17";"133,37";"132,77";"-0,60";"198,00";"24/05/2017"
"BGI - Boi gordo";"K18";"135,80";"135,17";"-0,63";"207,90";"24/05/2017"
"BGI - Boi gordo";"V18";"142,22";"141,56";"-0,66";"217,80";"24/05/2017"
"BRI - IBrX-50";"M17";"10.508";"10.597";"89";"890,00";"24/05/2017"
"BRI - IBrX-50";"Q17";"10.669";"10.759";"90";"900,00";"24/05/2017"
"CAD - Dólar comercial canadense";"M17";"2.422,2770";"2.437,7570";"15,4800";"928,80";"24/05/2017"
"CAD - Dólar comercial canadense";"Q17";"2.458,4440";"2.472,6640";"14,2200";"853,20";"24/05/2017"
"CCM - Milho";"U17";"27,26";"27,01";"-0,25";"112,50";"24/05/2017"
"CCM - Milho";"X17";"27,64";"27,38";"-0,26";"117,00";"24/05/2017"
"CCM - Milho";"F18";"29,30";"29,02";"-0,28";"126,00";"24/05/2017"
"CCM - Milho";"H18";"29,83";"29,73";"-0,10";"45,00";"24/05/2017"
"CHF - FRANCO SUÍÇO";"M17";"3.358,0880";"3.357,7610";"-0,3270";"16,35";"24/05/2017"
"CLP - PESO CHILENO";"M17";"4.853,4000";"4.868,5000";"15,1000";"377,50";"24/05/2017"
"CNY - IUAN";"N17";"4.773,2400";"4.775,4340";"2,1940";"76,79";"24/05/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.080,98";"99.049,62";"-31,36";"37,91";"24/05/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.872,49";"96.824,92";"-47,57";"57,50";"24/05/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.096,78";"94.079,65";"-17,13";"20,70";"24/05/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.564,22";"90.727,21";"162,99";"197,03";"24/05/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.099,22";"84.249,08";"149,86";"181,16";"24/05/2017"
"DAP - Cupom de DI x IPCA";"K21";"80.189,80";"80.547,47";"357,67";"432,37";"24/05/2017"
"DAP - Cupom de DI x IPCA";"Q22";"74.381,89";"74.782,80";"400,91";"484,64";"24/05/2017"
"DAP - Cupom de DI x IPCA";"K23";"71.405,42";"71.845,43";"440,01";"531,91";"24/05/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.144,92";"67.554,98";"410,06";"495,70";"24/05/2017"
"DAP - Cupom de DI x IPCA";"Q26";"59.835,50";"60.093,97";"258,47";"312,45";"24/05/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.418,00";"48.536,72";"118,72";"143,51";"24/05/2017"
"DDI - Cupom cambial";"M17";"99.994,97";"99.996,00";"1,03";"1,68";"24/05/2017"
"DDI - Cupom cambial";"N17";"99.877,98";"99.879,04";"1,06";"1,73";"24/05/2017"
"DDI - Cupom cambial";"Q17";"99.682,04";"99.692,37";"10,33";"16,86";"24/05/2017"
"DDI - Cupom cambial";"U17";"99.517,91";"99.535,50";"17,59";"28,71";"24/05/2017"
"DDI - Cupom cambial";"V17";"99.298,63";"99.338,49";"39,86";"65,07";"24/05/2017"
"DDI - Cupom cambial";"X17";"99.116,64";"99.166,23";"49,59";"80,96";"24/05/2017"
"DDI - Cupom cambial";"Z17";"98.914,91";"98.965,62";"50,71";"82,79";"24/05/2017"
"DDI - Cupom cambial";"F18";"98.674,50";"98.721,91";"47,41";"77,40";"24/05/2017"
"DDI - Cupom cambial";"G18";"98.486,38";"98.545,63";"59,25";"96,73";"24/05/2017"
