"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.484,5210";"2.510,8500";"26,3290";"1.579,74";"12/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.498,6480";"2.524,9750";"26,3270";"1.579,62";"12/06/2017"
"BGI - Boi gordo";"M17";"126,10";"126,10";"0,00";"0,00";"12/06/2017"
"BGI - Boi gordo";"N17";"125,75";"125,77";"0,02";"6,60";"12/06/2017"
"BGI - Boi gordo";"Q17";"126,16";"126,60";"0,44";"145,20";"12/06/2017"
"BGI - Boi gordo";"U17";"127,32";"127,36";"0,04";"13,20";"12/06/2017"
"BGI - Boi gordo";"V17";"127,97";"128,01";"0,04";"13,20";"12/06/2017"
"BGI - Boi gordo";"X17";"128,65";"128,69";"0,04";"13,20";"12/06/2017"
"BGI - Boi gordo";"Z17";"129,06";"129,10";"0,04";"13,20";"12/06/2017"
"BGI - Boi gordo";"K18";"130,31";"130,35";"0,04";"13,20";"12/06/2017"
"BGI - Boi gordo";"V18";"136,15";"136,19";"0,04";"13,20";"12/06/2017"
"BRI - IBrX-50";"Q17";"10.543";"10.451";"-92";"920,00";"12/06/2017"
"BRI - IBrX-50";"V17";"10.692";"10.599";"-93";"930,00";"12/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.451,8250";"2.500,8920";"49,0670";"2.944,02";"12/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.468,4120";"2.517,7400";"49,3280";"2.959,68";"12/06/2017"
"CAD - Dólar comercial canadense";"U17";"2.486,2100";"2.536,0340";"49,8240";"2.989,44";"12/06/2017"
"CCM - Milho";"N17";"26,85";"26,20";"-0,65";"292,50";"12/06/2017"
"CCM - Milho";"U17";"27,46";"27,17";"-0,29";"130,50";"12/06/2017"
"CCM - Milho";"X17";"28,36";"27,90";"-0,46";"207,00";"12/06/2017"
"CCM - Milho";"F18";"29,09";"28,76";"-0,33";"148,50";"12/06/2017"
"CCM - Milho";"H18";"30,46";"30,10";"-0,36";"162,00";"12/06/2017"
"CCM - Milho";"U18";"30,12";"29,75";"-0,37";"166,50";"12/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.411,7690";"3.444,4540";"32,6850";"1.634,25";"12/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.469,1050";"3.502,3140";"33,2090";"1.660,45";"12/06/2017"
"CLP - PESO CHILENO";"N17";"4.973,1000";"5.033,4000";"60,3000";"1.507,50";"12/06/2017"
"CLP - PESO CHILENO";"Q17";"4.998,3000";"5.058,1000";"59,8000";"1.495,00";"12/06/2017"
"CLP - PESO CHILENO";"U17";"5.025,2000";"5.084,9000";"59,7000";"1.492,50";"12/06/2017"
"CNY - IUAN";"N17";"4.851,9150";"4.893,1380";"41,2230";"1.442,80";"12/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.023,91";"98.973,72";"-50,19";"60,74";"12/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.826,62";"96.796,74";"-29,88";"36,16";"12/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.053,78";"94.029,04";"-24,74";"29,94";"12/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.931,98";"91.009,79";"77,81";"94,17";"12/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.560,28";"84.531,61";"-28,67";"34,70";"12/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"80.807,47";"80.834,74";"27,27";"33,00";"12/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"74.963,91";"75.108,21";"144,30";"174,65";"12/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"71.973,59";"72.092,06";"118,47";"143,39";"12/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.472,74";"67.562,02";"89,28";"108,06";"12/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"59.799,75";"59.953,60";"153,85";"186,21";"12/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"47.955,78";"48.073,66";"117,88";"142,67";"12/06/2017"
"DDI - Cupom cambial";"N17";"100.291,63";"101.210,31";"918,68";"1.503,87";"12/06/2017"
"DDI - Cupom cambial";"Q17";"100.104,92";"101.020,02";"915,10";"1.498,01";"12/06/2017"
"DDI - Cupom cambial";"U17";"99.952,95";"100.864,66";"911,71";"1.492,46";"12/06/2017"
"DDI - Cupom cambial";"V17";"99.741,95";"100.651,33";"909,38";"1.488,65";"12/06/2017"
"DDI - Cupom cambial";"X17";"99.535,95";"100.451,70";"915,75";"1.499,08";"12/06/2017"
"DDI - Cupom cambial";"Z17";"99.338,18";"100.249,06";"910,88";"1.491,11";"12/06/2017"
