"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.500,4920";"2.514,0650";"13,5730";"814,38";"16/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.514,7520";"2.528,5850";"13,8330";"829,98";"16/06/2017"
"BGI - Boi gordo";"M17";"126,63";"126,32";"-0,31";"102,30";"16/06/2017"
"BGI - Boi gordo";"N17";"124,75";"124,26";"-0,49";"161,70";"16/06/2017"
"BGI - Boi gordo";"Q17";"125,22";"124,55";"-0,67";"221,10";"16/06/2017"
"BGI - Boi gordo";"U17";"126,36";"125,68";"-0,68";"224,40";"16/06/2017"
"BGI - Boi gordo";"V17";"127,00";"126,32";"-0,68";"224,40";"16/06/2017"
"BGI - Boi gordo";"X17";"127,67";"126,99";"-0,68";"224,40";"16/06/2017"
"BGI - Boi gordo";"Z17";"128,08";"127,40";"-0,68";"224,40";"16/06/2017"
"BGI - Boi gordo";"K18";"129,35";"128,65";"-0,70";"231,00";"16/06/2017"
"BGI - Boi gordo";"V18";"135,14";"134,41";"-0,73";"240,90";"16/06/2017"
"BRI - IBrX-50";"Q17";"10.485";"10.423";"-62";"620,00";"16/06/2017"
"BRI - IBrX-50";"V17";"10.634";"10.569";"-65";"650,00";"16/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.488,0210";"2.495,0450";"7,0240";"421,44";"16/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.505,6970";"2.512,1730";"6,4760";"388,56";"16/06/2017"
"CCM - Milho";"N17";"26,45";"26,40";"-0,05";"22,50";"16/06/2017"
"CCM - Milho";"U17";"27,02";"27,04";"0,02";"9,00";"16/06/2017"
"CCM - Milho";"X17";"27,50";"27,52";"0,02";"9,00";"16/06/2017"
"CCM - Milho";"F18";"28,60";"28,62";"0,02";"9,00";"16/06/2017"
"CCM - Milho";"H18";"29,77";"29,77";"0,00";"0,00";"16/06/2017"
"CCM - Milho";"U18";"29,42";"29,42";"0,00";"0,00";"16/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.394,2920";"3.389,5770";"-4,7150";"235,75";"16/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.453,0960";"3.447,3330";"-5,7630";"288,15";"16/06/2017"
"CLP - PESO CHILENO";"N17";"4.987,4000";"4.961,2000";"-26,2000";"655,00";"16/06/2017"
"CLP - PESO CHILENO";"Q17";"5.010,9000";"4.986,9000";"-24,0000";"600,00";"16/06/2017"
"CLP - PESO CHILENO";"U17";"5.038,4000";"5.014,4000";"-24,0000";"600,00";"16/06/2017"
"CNY - IUAN";"N17";"4.845,3210";"4.835,7920";"-9,5290";"333,51";"16/06/2017"
