"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.485,2550";"2.478,2710";"-6,9840";"419,04";"08/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.499,6590";"2.492,1670";"-7,4920";"449,52";"08/06/2017"
"AUD - Dólar comercial australiano";"U17";"2.515,3830";"2.507,8840";"-7,4990";"449,94";"08/06/2017"
"BGI - Boi gordo";"M17";"126,26";"126,60";"0,34";"112,20";"08/06/2017"
"BGI - Boi gordo";"N17";"126,44";"126,57";"0,13";"42,90";"08/06/2017"
"BGI - Boi gordo";"Q17";"127,00";"126,75";"-0,25";"82,50";"08/06/2017"
"BGI - Boi gordo";"U17";"128,00";"127,92";"-0,08";"26,40";"08/06/2017"
"BGI - Boi gordo";"V17";"128,65";"128,57";"-0,08";"26,40";"08/06/2017"
"BGI - Boi gordo";"X17";"129,33";"129,25";"-0,08";"26,40";"08/06/2017"
"BGI - Boi gordo";"Z17";"129,74";"129,66";"-0,08";"26,40";"08/06/2017"
"BGI - Boi gordo";"K18";"131,00";"130,92";"-0,08";"26,40";"08/06/2017"
"BGI - Boi gordo";"V18";"136,86";"136,79";"-0,07";"23,10";"08/06/2017"
"BRI - IBrX-50";"Q17";"10.706";"10.636";"-70";"700,00";"08/06/2017"
"BRI - IBrX-50";"V17";"10.858";"10.787";"-71";"710,00";"08/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.438,4660";"2.434,0140";"-4,4520";"267,12";"08/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.455,1290";"2.450,3690";"-4,7600";"285,60";"08/06/2017"
"CAD - Dólar comercial canadense";"U17";"2.473,0540";"2.468,4520";"-4,6020";"276,12";"08/06/2017"
"CCM - Milho";"N17";"26,60";"26,65";"0,05";"22,50";"08/06/2017"
"CCM - Milho";"U17";"27,39";"27,52";"0,13";"58,50";"08/06/2017"
"CCM - Milho";"X17";"28,35";"28,42";"0,07";"31,50";"08/06/2017"
"CCM - Milho";"F18";"29,14";"29,15";"0,01";"4,50";"08/06/2017"
"CCM - Milho";"H18";"30,58";"30,53";"-0,05";"22,50";"08/06/2017"
"CCM - Milho";"U18";"30,24";"30,19";"-0,05";"22,50";"08/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.418,9640";"3.402,4880";"-16,4760";"823,80";"08/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.477,2930";"3.460,8380";"-16,4550";"822,75";"08/06/2017"
"CLP - PESO CHILENO";"N17";"4.918,4000";"4.931,5000";"13,1000";"327,50";"08/06/2017"
"CLP - PESO CHILENO";"U17";"4.970,3000";"4.984,5000";"14,2000";"355,00";"08/06/2017"
"CNY - IUAN";"N17";"4.844,4140";"4.827,2310";"-17,1830";"601,40";"08/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.019,66";"99.016,82";"-2,84";"3,44";"08/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.832,15";"96.819,60";"-12,55";"15,20";"08/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.060,48";"94.063,42";"2,94";"3,56";"08/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.773,31";"90.792,18";"18,87";"22,86";"08/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.289,57";"84.292,84";"3,27";"3,96";"08/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"80.646,77";"80.590,56";"-56,21";"68,10";"08/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"74.888,50";"74.855,50";"-33,00";"39,98";"08/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"71.856,09";"71.779,37";"-76,72";"92,95";"08/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.301,34";"67.304,36";"3,02";"3,65";"08/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"59.768,65";"59.668,12";"-100,53";"121,80";"08/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"47.812,02";"47.873,71";"61,69";"74,74";"08/06/2017"
"DDI - Cupom cambial";"N17";"99.979,22";"99.693,99";"-285,23";"467,02";"08/06/2017"
"DDI - Cupom cambial";"Q17";"99.796,29";"99.507,44";"-288,85";"472,94";"08/06/2017"
"DDI - Cupom cambial";"U17";"99.642,80";"99.354,88";"-287,92";"471,42";"08/06/2017"
"DDI - Cupom cambial";"V17";"99.434,57";"99.150,17";"-284,40";"465,66";"08/06/2017"
"DDI - Cupom cambial";"X17";"99.247,13";"98.948,62";"-298,51";"488,76";"08/06/2017"
"DDI - Cupom cambial";"Z17";"99.049,29";"98.749,61";"-299,68";"490,68";"08/06/2017"
"DDI - Cupom cambial";"F18";"98.812,28";"98.520,01";"-292,27";"478,54";"08/06/2017"
"DDI - Cupom cambial";"G18";"98.628,31";"98.335,72";"-292,59";"479,07";"08/06/2017"
"DDI - Cupom cambial";"H18";"98.441,51";"98.143,56";"-297,95";"487,84";"08/06/2017"
"DDI - Cupom cambial";"J18";"98.196,91";"97.893,12";"-303,79";"497,41";"08/06/2017"
"DDI - Cupom cambial";"K18";"97.995,33";"97.668,54";"-326,79";"535,06";"08/06/2017"
"DDI - Cupom cambial";"M18";"97.794,59";"97.479,61";"-314,98";"515,73";"08/06/2017"
"DDI - Cupom cambial";"N18";"97.577,72";"97.277,55";"-300,17";"491,48";"08/06/2017"
"DDI - Cupom cambial";"V18";"96.911,47";"96.599,69";"-311,78";"510,49";"08/06/2017"
"DDI - Cupom cambial";"F19";"96.158,54";"95.821,08";"-337,46";"552,54";"08/06/2017"
"DDI - Cupom cambial";"J19";"95.469,77";"95.136,52";"-333,25";"545,64";"08/06/2017"
"DDI - Cupom cambial";"N19";"94.698,62";"94.355,50";"-343,12";"561,80";"08/06/2017"
"DDI - Cupom cambial";"V19";"93.897,20";"93.565,18";"-332,02";"543,63";"08/06/2017"
"DDI - Cupom cambial";"F20";"93.044,26";"92.660,47";"-383,79";"628,39";"08/06/2017"
