"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"M17";"2.449,8730";"2.454,9190";"5,0460";"302,76";"25/05/2017"
"AUD - Dólar comercial australiano";"Q17";"2.479,9470";"2.485,2120";"5,2650";"315,90";"25/05/2017"
"BGI - Boi gordo";"K17";"133,50";"133,63";"0,13";"42,90";"25/05/2017"
"BGI - Boi gordo";"M17";"129,15";"129,71";"0,56";"184,80";"25/05/2017"
"BGI - Boi gordo";"N17";"130,45";"130,67";"0,22";"72,60";"25/05/2017"
"BGI - Boi gordo";"Q17";"130,64";"131,25";"0,61";"201,30";"25/05/2017"
"BGI - Boi gordo";"U17";"131,23";"131,55";"0,32";"105,60";"25/05/2017"
"BGI - Boi gordo";"V17";"131,69";"132,01";"0,32";"105,60";"25/05/2017"
"BGI - Boi gordo";"X17";"132,36";"132,68";"0,32";"105,60";"25/05/2017"
"BGI - Boi gordo";"Z17";"132,77";"133,10";"0,33";"108,90";"25/05/2017"
"BGI - Boi gordo";"K18";"135,17";"135,50";"0,33";"108,90";"25/05/2017"
"BGI - Boi gordo";"V18";"141,56";"141,91";"0,35";"115,50";"25/05/2017"
"BRI - IBrX-50";"M17";"10.597";"10.590";"-7";"70,00";"25/05/2017"
"BRI - IBrX-50";"Q17";"10.759";"10.752";"-7";"70,00";"25/05/2017"
"CAD - Dólar comercial canadense";"M17";"2.437,7570";"2.441,4960";"3,7390";"224,34";"25/05/2017"
"CAD - Dólar comercial canadense";"Q17";"2.472,6640";"2.476,9610";"4,2970";"257,82";"25/05/2017"
"CCM - Milho";"U17";"27,01";"26,96";"-0,05";"22,50";"25/05/2017"
"CCM - Milho";"X17";"27,38";"28,00";"0,62";"279,00";"25/05/2017"
"CCM - Milho";"F18";"29,02";"29,30";"0,28";"126,00";"25/05/2017"
"CCM - Milho";"H18";"29,73";"29,93";"0,20";"90,00";"25/05/2017"
"CHF - FRANCO SUÍÇO";"M17";"3.357,7610";"3.385,3140";"27,5530";"1.377,65";"25/05/2017"
"CLP - PESO CHILENO";"M17";"4.868,5000";"4.918,0000";"49,5000";"1.237,50";"25/05/2017"
"CLP - PESO CHILENO";"N17";"4.901,4000";"4.946,8000";"45,4000";"1.135,00";"25/05/2017"
"CLP - PESO CHILENO";"U17";"4.951,7000";"4.999,5000";"47,8000";"1.195,00";"25/05/2017"
"CNY - IUAN";"N17";"4.775,4340";"4.820,6360";"45,2020";"1.582,07";"25/05/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.070,41";"99.065,90";"-4,51";"5,45";"25/05/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.845,24";"96.838,48";"-6,76";"8,17";"25/05/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.099,40";"94.098,29";"-1,11";"1,34";"25/05/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.746,25";"90.610,41";"-135,84";"164,24";"25/05/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.266,76";"84.241,21";"-25,55";"30,89";"25/05/2017"
