"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"Q17";"2.497,0830";"2.489,1580";"-7,9250";"475,50";"21/07/2017"
"AUD - Dólar comercial australiano";"U17";"2.511,7360";"2.503,9500";"-7,7860";"467,16";"21/07/2017"
"AUD - Dólar comercial australiano";"V17";"2.522,5040";"2.514,6160";"-7,8880";"473,28";"21/07/2017"
"BGI - Boi gordo";"N17";"124,96";"124,71";"-0,25";"82,50";"21/07/2017"
"BGI - Boi gordo";"Q17";"127,75";"128,15";"0,40";"132,00";"21/07/2017"
"BGI - Boi gordo";"U17";"130,25";"130,25";"0,00";"0,00";"21/07/2017"
"BGI - Boi gordo";"V17";"132,75";"133,15";"0,40";"132,00";"21/07/2017"
"BGI - Boi gordo";"X17";"132,83";"133,23";"0,40";"132,00";"21/07/2017"
"BGI - Boi gordo";"Z17";"132,97";"133,37";"0,40";"132,00";"21/07/2017"
"BGI - Boi gordo";"K18";"132,50";"132,88";"0,38";"125,40";"21/07/2017"
"BGI - Boi gordo";"V18";"137,23";"137,61";"0,38";"125,40";"21/07/2017"
"BRI - IBrX-50";"Q17";"10.898";"10.849";"-49";"490,00";"21/07/2017"
"BRI - IBrX-50";"V17";"11.049";"10.998";"-51";"510,00";"21/07/2017"
"CAD - Dólar comercial canadense";"Q17";"2.493,3140";"2.508,6200";"15,3060";"918,36";"21/07/2017"
"CAD - Dólar comercial canadense";"U17";"2.510,7700";"2.526,0690";"15,2990";"917,94";"21/07/2017"
"CCM - Milho";"U17";"26,61";"26,29";"-0,32";"144,00";"21/07/2017"
"CCM - Milho";"X17";"28,66";"28,24";"-0,42";"189,00";"21/07/2017"
"CCM - Milho";"F18";"29,04";"28,61";"-0,43";"193,50";"21/07/2017"
"CCM - Milho";"H18";"30,30";"29,67";"-0,63";"283,50";"21/07/2017"
"CCM - Milho";"K18";"29,95";"29,33";"-0,62";"279,00";"21/07/2017"
"CCM - Milho";"U18";"30,08";"29,46";"-0,62";"279,00";"21/07/2017"
