"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.514,0650";"2.505,2460";"-8,8190";"529,14";"19/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.528,5850";"2.519,2330";"-9,3520";"561,12";"19/06/2017"
"BGI - Boi gordo";"M17";"126,32";"125,80";"-0,52";"171,60";"19/06/2017"
"BGI - Boi gordo";"N17";"124,26";"122,35";"-1,91";"630,30";"19/06/2017"
"BGI - Boi gordo";"Q17";"124,55";"121,23";"-3,32";"1.095,60";"19/06/2017"
"BGI - Boi gordo";"U17";"125,68";"122,33";"-3,35";"1.105,50";"19/06/2017"
"BGI - Boi gordo";"V17";"126,32";"122,95";"-3,37";"1.112,10";"19/06/2017"
"BGI - Boi gordo";"X17";"126,99";"123,60";"-3,39";"1.118,70";"19/06/2017"
"BGI - Boi gordo";"Z17";"127,40";"124,00";"-3,40";"1.122,00";"19/06/2017"
"BGI - Boi gordo";"K18";"128,65";"125,69";"-2,96";"976,80";"19/06/2017"
"BGI - Boi gordo";"V18";"134,41";"130,68";"-3,73";"1.230,90";"19/06/2017"
"BRI - IBrX-50";"Q17";"10.423";"10.488";"65";"650,00";"19/06/2017"
"BRI - IBrX-50";"V17";"10.569";"10.635";"66";"660,00";"19/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.495,0450";"2.494,8670";"-0,1780";"10,68";"19/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.512,1730";"2.511,9410";"-0,2320";"13,92";"19/06/2017"
"CCM - Milho";"N17";"26,40";"26,40";"0,00";"0,00";"19/06/2017"
"CCM - Milho";"U17";"27,04";"26,84";"-0,20";"90,00";"19/06/2017"
"CCM - Milho";"X17";"27,52";"27,32";"-0,20";"90,00";"19/06/2017"
"CCM - Milho";"F18";"28,62";"28,41";"-0,21";"94,50";"19/06/2017"
"CCM - Milho";"H18";"29,77";"29,56";"-0,21";"94,50";"19/06/2017"
"CCM - Milho";"U18";"29,42";"29,40";"-0,02";"9,00";"19/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.389,5770";"3.384,0440";"-5,5330";"276,65";"19/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.447,3330";"3.440,4090";"-6,9240";"346,20";"19/06/2017"
"CLP - PESO CHILENO";"N17";"4.961,2000";"4.997,4000";"36,2000";"905,00";"19/06/2017"
"CLP - PESO CHILENO";"Q17";"4.986,9000";"5.038,9000";"52,0000";"1.300,00";"19/06/2017"
"CLP - PESO CHILENO";"U17";"5.014,4000";"5.066,0000";"51,6000";"1.290,00";"19/06/2017"
"CNY - IUAN";"N17";"4.835,7920";"4.833,9270";"-1,8650";"65,27";"19/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"98.941,78";"99.017,34";"75,56";"91,48";"19/06/2017"
"DAP - Cupom de DI x IPCA";"Q17";"98.464,48";"98.443,81";"-20,67";"25,02";"19/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.929,76";"96.918,63";"-11,13";"13,47";"19/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.170,85";"94.252,12";"81,27";"98,40";"19/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"91.070,75";"91.163,19";"92,44";"111,92";"19/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.597,04";"84.780,04";"183,00";"221,57";"19/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"81.161,97";"81.263,21";"101,24";"122,57";"19/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"75.631,53";"75.761,88";"130,35";"157,82";"19/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"72.614,80";"72.760,30";"145,50";"176,16";"19/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"68.140,62";"68.263,38";"122,76";"148,63";"19/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"60.908,99";"61.000,73";"91,74";"111,07";"19/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.970,14";"49.141,80";"171,66";"207,84";"19/06/2017"
"DDI - Cupom cambial";"N17";"99.844,43";"99.917,24";"72,81";"119,74";"19/06/2017"
"DDI - Cupom cambial";"Q17";"99.651,55";"99.716,53";"64,98";"106,86";"19/06/2017"
"DDI - Cupom cambial";"U17";"99.491,35";"99.549,81";"58,46";"96,14";"19/06/2017"
"DDI - Cupom cambial";"V17";"99.281,26";"99.330,76";"49,50";"81,40";"19/06/2017"
"DDI - Cupom cambial";"X17";"99.074,26";"99.137,50";"63,24";"104,00";"19/06/2017"
"DDI - Cupom cambial";"Z17";"98.885,09";"98.934,39";"49,30";"81,07";"19/06/2017"
"DDI - Cupom cambial";"F18";"98.662,14";"98.709,02";"46,88";"77,09";"19/06/2017"
"DDI - Cupom cambial";"G18";"98.477,56";"98.515,35";"37,79";"62,14";"19/06/2017"
"DDI - Cupom cambial";"H18";"98.276,26";"98.321,57";"45,31";"74,51";"19/06/2017"
"DDI - Cupom cambial";"J18";"98.028,08";"98.084,22";"56,14";"92,32";"19/06/2017"
"DDI - Cupom cambial";"K18";"97.816,04";"97.862,89";"46,85";"77,04";"19/06/2017"
"DDI - Cupom cambial";"M18";"97.581,62";"97.619,41";"37,79";"62,14";"19/06/2017"
"DDI - Cupom cambial";"N18";"97.374,10";"97.412,24";"38,14";"62,72";"19/06/2017"
"DDI - Cupom cambial";"V18";"96.698,45";"96.711,57";"13,12";"21,57";"19/06/2017"
"DDI - Cupom cambial";"F19";"95.938,14";"95.941,10";"2,96";"4,86";"19/06/2017"
"DDI - Cupom cambial";"J19";"95.264,51";"95.246,26";"-18,25";"30,01";"19/06/2017"
"DDI - Cupom cambial";"N19";"94.435,11";"94.433,36";"-1,75";"2,87";"19/06/2017"
"DDI - Cupom cambial";"V19";"93.661,75";"93.582,72";"-79,03";"129,97";"19/06/2017"
"DDI - Cupom cambial";"F20";"92.796,17";"92.696,02";"-100,15";"164,70";"19/06/2017"
"DDI - Cupom cambial";"J20";"91.900,26";"91.828,42";"-71,84";"118,14";"19/06/2017"
"DDI - Cupom cambial";"N20";"91.019,75";"90.957,69";"-62,06";"102,06";"19/06/2017"
"DDI - Cupom cambial";"V20";"90.003,08";"89.928,06";"-75,02";"123,37";"19/06/2017"
"DDI - Cupom cambial";"F21";"89.019,41";"88.959,73";"-59,68";"98,14";"19/06/2017"
"DDI - Cupom cambial";"J21";"88.195,79";"88.125,53";"-70,26";"115,54";"19/06/2017"
"DDI - Cupom cambial";"N21";"87.179,09";"87.130,09";"-49,00";"80,58";"19/06/2017"
"DDI - Cupom cambial";"V21";"86.233,86";"86.176,25";"-57,61";"94,74";"19/06/2017"
"DDI - Cupom cambial";"F22";"85.129,90";"85.064,57";"-65,33";"107,44";"19/06/2017"
"DDI - Cupom cambial";"J22";"84.261,99";"84.154,70";"-107,29";"176,44";"19/06/2017"
"DDI - Cupom cambial";"F23";"81.070,61";"80.831,56";"-239,05";"393,14";"19/06/2017"
"DDI - Cupom cambial";"F24";"77.085,17";"76.815,73";"-269,44";"443,12";"19/06/2017"
"DDI - Cupom cambial";"F25";"72.942,59";"72.694,76";"-247,83";"407,58";"19/06/2017"
"DDI - Cupom cambial";"F26";"68.870,30";"68.653,64";"-216,66";"356,31";"19/06/2017"
"DDI - Cupom cambial";"F27";"64.938,43";"64.717,73";"-220,70";"362,96";"19/06/2017"
"DDI - Cupom cambial";"F28";"61.415,19";"61.192,75";"-222,44";"365,82";"19/06/2017"
"DDI - Cupom cambial";"F30";"54.877,12";"54.660,08";"-217,04";"356,94";"19/06/2017"
"DI1 - DI de 1 dia";"N17";"99.617,27";"99.617,26";"-0,01";"0,01";"19/06/2017"
"DI1 - DI de 1 dia";"Q17";"98.826,67";"98.826,87";"0,20";"0,20";"19/06/2017"
"DI1 - DI de 1 dia";"U17";"98.024,59";"98.027,09";"2,50";"2,50";"19/06/2017"
"DI1 - DI de 1 dia";"V17";"97.361,85";"97.370,19";"8,34";"8,34";"19/06/2017"
"DI1 - DI de 1 dia";"X17";"96.672,44";"96.686,52";"14,08";"14,08";"19/06/2017"
"DI1 - DI de 1 dia";"Z17";"96.060,41";"96.077,27";"16,86";"16,86";"19/06/2017"
"DI1 - DI de 1 dia";"F18";"95.442,62";"95.478,90";"36,28";"36,28";"19/06/2017"
"DI1 - DI de 1 dia";"G18";"94.756,33";"94.800,22";"43,89";"43,89";"19/06/2017"
"DI1 - DI de 1 dia";"H18";"94.198,50";"94.249,25";"50,75";"50,75";"19/06/2017"
"DI1 - DI de 1 dia";"J18";"93.537,62";"93.597,14";"59,52";"59,52";"19/06/2017"
"DI1 - DI de 1 dia";"K18";"92.875,22";"92.939,59";"64,37";"64,37";"19/06/2017"
"DI1 - DI de 1 dia";"M18";"92.220,10";"92.289,76";"69,66";"69,66";"19/06/2017"
"DI1 - DI de 1 dia";"N18";"91.553,54";"91.627,44";"73,90";"73,90";"19/06/2017"
"DI1 - DI de 1 dia";"V18";"89.535,54";"89.626,71";"91,17";"91,17";"19/06/2017"
"DI1 - DI de 1 dia";"F19";"87.556,73";"87.688,45";"131,72";"131,72";"19/06/2017"
"DI1 - DI de 1 dia";"J19";"85.537,22";"85.687,07";"149,85";"149,85";"19/06/2017"
"DI1 - DI de 1 dia";"N19";"83.513,88";"83.665,66";"151,78";"151,78";"19/06/2017"
"DI1 - DI de 1 dia";"V19";"81.309,80";"81.460,37";"150,57";"150,57";"19/06/2017"
"DI1 - DI de 1 dia";"F20";"79.198,32";"79.416,78";"218,46";"218,46";"19/06/2017"
"DI1 - DI de 1 dia";"J20";"77.158,91";"77.402,48";"243,57";"243,57";"19/06/2017"
"DI1 - DI de 1 dia";"N20";"75.175,74";"75.423,53";"247,79";"247,79";"19/06/2017"
"DI1 - DI de 1 dia";"V20";"73.103,39";"73.343,16";"239,77";"239,77";"19/06/2017"
"DI1 - DI de 1 dia";"F21";"71.217,09";"71.468,57";"251,48";"251,48";"19/06/2017"
"DI1 - DI de 1 dia";"J21";"69.339,57";"69.637,03";"297,46";"297,46";"19/06/2017"
"DI1 - DI de 1 dia";"N21";"67.529,65";"67.825,90";"296,25";"296,25";"19/06/2017"
"DI1 - DI de 1 dia";"V21";"65.720,52";"66.014,55";"294,03";"294,03";"19/06/2017"
"DI1 - DI de 1 dia";"F22";"63.995,06";"64.311,30";"316,24";"316,24";"19/06/2017"
"DI1 - DI de 1 dia";"J22";"62.349,60";"62.674,46";"324,86";"324,86";"19/06/2017"
"DI1 - DI de 1 dia";"N22";"60.754,73";"61.087,58";"332,85";"332,85";"19/06/2017"
"DI1 - DI de 1 dia";"F23";"57.571,47";"57.918,53";"347,06";"347,06";"19/06/2017"
"DI1 - DI de 1 dia";"N23";"54.672,39";"55.031,33";"358,94";"358,94";"19/06/2017"
"DI1 - DI de 1 dia";"F24";"51.816,75";"52.184,95";"368,20";"368,20";"19/06/2017"
"DI1 - DI de 1 dia";"N24";"49.182,41";"49.558,29";"375,88";"375,88";"19/06/2017"
"DI1 - DI de 1 dia";"F25";"46.546,63";"46.928,55";"381,92";"381,92";"19/06/2017"
"DI1 - DI de 1 dia";"F26";"41.833,14";"42.222,20";"389,06";"389,06";"19/06/2017"
"DI1 - DI de 1 dia";"F27";"37.602,17";"37.959,96";"357,79";"357,79";"19/06/2017"
"DI1 - DI de 1 dia";"F28";"33.896,60";"34.252,97";"356,37";"356,37";"19/06/2017"
"DI1 - DI de 1 dia";"F29";"30.535,49";"30.886,75";"351,26";"351,26";"19/06/2017"
"DI1 - DI de 1 dia";"F30";"27.400,20";"27.742,59";"342,39";"342,39";"19/06/2017"
"DOL - Dólar comercial";"N17";"3.296,7050";"3.299,1010";"2,3960";"119,80";"19/06/2017"
"DOL - Dólar comercial";"Q17";"3.316,6540";"3.318,8100";"2,1560";"107,80";"19/06/2017"
"DOL - Dólar comercial";"U17";"3.338,4170";"3.340,2930";"1,8760";"93,80";"19/06/2017"
"DOL - Dólar comercial";"V17";"3.354,0440";"3.355,4290";"1,3850";"69,25";"19/06/2017"
"DOL - Dólar comercial";"X17";"3.370,9200";"3.372,5810";"1,6610";"83,05";"19/06/2017"
"DOL - Dólar comercial";"Z17";"3.385,9200";"3.387,0130";"1,0930";"54,65";"19/06/2017"
"DOL - Dólar comercial";"F18";"3.400,1530";"3.400,4760";"0,3230";"16,15";"19/06/2017"
"DOL - Dólar comercial";"J18";"3.447,1050";"3.446,8860";"-0,2190";"10,95";"19/06/2017"
"DOL - Dólar comercial";"N18";"3.498,3120";"3.496,8600";"-1,4520";"72,60";"19/06/2017"
"DOL - Dólar comercial";"V18";"3.552,3390";"3.549,2060";"-3,1330";"156,65";"19/06/2017"
"DOL - Dólar comercial";"J19";"3.663,2480";"3.656,1410";"-7,1070";"355,35";"19/06/2017"
"DOL - Dólar comercial";"N19";"3.719,3330";"3.712,5170";"-6,8160";"340,80";"19/06/2017"
"DOL - Dólar comercial";"F21";"4.111,4100";"4.094,1960";"-17,2140";"860,70";"19/06/2017"
"ETH - Etanol Hidratado";"M17";"1.375,00";"1.365,00";"-10,00";"300,00";"19/06/2017"
"ETH - Etanol Hidratado";"N17";"1.375,00";"1.365,00";"-10,00";"300,00";"19/06/2017"
"ETH - Etanol Hidratado";"Q17";"1.355,00";"1.375,00";"20,00";"600,00";"19/06/2017"
"ETH - Etanol Hidratado";"V17";"1.480,00";"1.480,00";"0,00";"0,00";"19/06/2017"
"ETH - Etanol Hidratado";"X17";"1.570,00";"1.570,00";"0,00";"0,00";"19/06/2017"
"ETH - Etanol Hidratado";"Z17";"1.580,00";"1.580,00";"0,00";"0,00";"19/06/2017"
"ETH - Etanol Hidratado";"F18";"1.650,00";"1.650,00";"0,00";"0,00";"19/06/2017"
"ETH - Etanol Hidratado";"G18";"1.650,00";"1.650,00";"0,00";"0,00";"19/06/2017"
"ETH - Etanol Hidratado";"H18";"1.650,00";"1.650,00";"0,00";"0,00";"19/06/2017"
"EUR - Euro";"N17";"3.693,1370";"3.680,4910";"-12,6460";"632,30";"19/06/2017"
"EUR - Euro";"Q17";"3.720,3640";"3.707,3590";"-13,0050";"650,25";"19/06/2017"
"EUR - Euro";"U17";"3.750,1570";"3.736,6900";"-13,4670";"673,35";"19/06/2017"
"FRC - FRA de cupom";"Q17";"2,40";"2,50";"0,10";"0,05";"19/06/2017"
"FRC - FRA de cupom";"U17";"2,13";"2,22";"0,09";"0,04";"19/06/2017"
"FRC - FRA de cupom";"V17";"2,24";"2,34";"0,10";"0,05";"19/06/2017"
"FRC - FRA de cupom";"X17";"2,31";"2,34";"0,03";"0,01";"19/06/2017"
"FRC - FRA de cupom";"Z17";"2,31";"2,37";"0,06";"0,03";"19/06/2017"
"FRC - FRA de cupom";"F18";"2,36";"2,41";"0,05";"0,02";"19/06/2017"
"FRC - FRA de cupom";"G18";"2,35";"2,40";"0,05";"0,02";"19/06/2017"
"FRC - FRA de cupom";"J18";"2,44";"2,46";"0,02";"0,01";"19/06/2017"
"FRC - FRA de cupom";"K18";"2,46";"2,49";"0,03";"0,01";"19/06/2017"
"FRC - FRA de cupom";"M18";"2,51";"2,54";"0,03";"0,01";"19/06/2017"
"FRC - FRA de cupom";"N18";"2,51";"2,54";"0,03";"0,01";"19/06/2017"
"FRC - FRA de cupom";"V18";"2,57";"2,62";"0,05";"0,02";"19/06/2017"
"FRC - FRA de cupom";"F19";"2,67";"2,72";"0,05";"0,02";"19/06/2017"
