"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"M17";"2.434,7290";"2.414,7720";"-19,9570";"1.197,42";"31/05/2017"
"AUD - Dólar comercial australiano";"N17";"2.452,0370";"2.422,5860";"-29,4510";"1.767,06";"31/05/2017"
"AUD - Dólar comercial australiano";"Q17";"2.466,6290";"2.436,7490";"-29,8800";"1.792,80";"31/05/2017"
"AUD - Dólar comercial australiano";"U17";"2.482,6720";"2.452,2530";"-30,4190";"1.825,14";"31/05/2017"
"BGI - Boi gordo";"K17";"132,90";"132,80";"-0,10";"33,00";"31/05/2017"
"BGI - Boi gordo";"M17";"129,11";"129,00";"-0,11";"36,30";"31/05/2017"
"BGI - Boi gordo";"N17";"130,42";"130,56";"0,14";"46,20";"31/05/2017"
"BGI - Boi gordo";"Q17";"131,00";"131,75";"0,75";"247,50";"31/05/2017"
"BGI - Boi gordo";"U17";"131,74";"132,14";"0,40";"132,00";"31/05/2017"
"BGI - Boi gordo";"V17";"132,20";"132,60";"0,40";"132,00";"31/05/2017"
"BGI - Boi gordo";"X17";"132,87";"133,27";"0,40";"132,00";"31/05/2017"
"BGI - Boi gordo";"Z17";"133,29";"133,69";"0,40";"132,00";"31/05/2017"
"BGI - Boi gordo";"K18";"135,00";"135,50";"0,50";"165,00";"31/05/2017"
"BGI - Boi gordo";"V18";"141,04";"141,55";"0,51";"168,30";"31/05/2017"
"BRI - IBrX-50";"M17";"10.698";"10.482";"-216";"2.160,00";"31/05/2017"
"BRI - IBrX-50";"Q17";"10.859";"10.640";"-219";"2.190,00";"31/05/2017"
"CAD - Dólar comercial canadense";"M17";"2.422,3760";"2.401,4960";"-20,8800";"1.252,80";"31/05/2017"
"CAD - Dólar comercial canadense";"N17";"2.442,7130";"2.415,6420";"-27,0710";"1.624,26";"31/05/2017"
"CAD - Dólar comercial canadense";"Q17";"2.459,5910";"2.431,8440";"-27,7470";"1.664,82";"31/05/2017"
"CAD - Dólar comercial canadense";"U17";"2.478,1960";"2.449,9660";"-28,2300";"1.693,80";"31/05/2017"
"CCM - Milho";"N17";"27,38";"26,60";"-0,78";"351,00";"31/05/2017"
"CCM - Milho";"U17";"26,80";"26,90";"0,10";"45,00";"31/05/2017"
"CCM - Milho";"X17";"27,70";"27,80";"0,10";"45,00";"31/05/2017"
"CCM - Milho";"F18";"29,10";"29,21";"0,11";"49,50";"31/05/2017"
