"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.513,6470";"2.536,8060";"23,1590";"1.389,54";"29/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.527,9810";"2.551,5480";"23,5670";"1.414,02";"29/06/2017"
"AUD - Dólar comercial australiano";"U17";"2.543,8190";"2.567,3920";"23,5730";"1.414,38";"29/06/2017"
"BGI - Boi gordo";"M17";"127,71";"127,89";"0,18";"59,40";"29/06/2017"
"BGI - Boi gordo";"N17";"123,35";"123,52";"0,17";"56,10";"29/06/2017"
"BGI - Boi gordo";"Q17";"123,70";"123,95";"0,25";"82,50";"29/06/2017"
"BGI - Boi gordo";"U17";"123,60";"123,85";"0,25";"82,50";"29/06/2017"
"BGI - Boi gordo";"V17";"124,22";"124,47";"0,25";"82,50";"29/06/2017"
"BGI - Boi gordo";"X17";"124,88";"125,13";"0,25";"82,50";"29/06/2017"
"BGI - Boi gordo";"Z17";"125,29";"125,54";"0,25";"82,50";"29/06/2017"
"BGI - Boi gordo";"K18";"125,79";"126,01";"0,22";"72,60";"29/06/2017"
"BGI - Boi gordo";"V18";"130,71";"130,88";"0,17";"56,10";"29/06/2017"
"BRI - IBrX-50";"Q17";"10.464";"10.502";"38";"380,00";"29/06/2017"
"BRI - IBrX-50";"V17";"10.610";"10.648";"38";"380,00";"29/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.526,1200";"2.540,3570";"14,2370";"854,22";"29/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.544,2850";"2.557,5580";"13,2730";"796,38";"29/06/2017"
"CAD - Dólar comercial canadense";"U17";"2.562,6030";"2.576,0550";"13,4520";"807,12";"29/06/2017"
"CCM - Milho";"N17";"25,46";"25,51";"0,05";"22,50";"29/06/2017"
"CCM - Milho";"U17";"25,33";"25,63";"0,30";"135,00";"29/06/2017"
"CCM - Milho";"X17";"26,50";"26,52";"0,02";"9,00";"29/06/2017"
"CCM - Milho";"F18";"26,95";"26,97";"0,02";"9,00";"29/06/2017"
"CCM - Milho";"H18";"28,55";"28,25";"-0,30";"135,00";"29/06/2017"
"CCM - Milho";"U18";"29,10";"28,80";"-0,30";"135,00";"29/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.431,3530";"3.455,5580";"24,2050";"1.210,25";"29/06/2017"
"CHF - FRANCO SUÍÇO";"Q17";"3.459,4910";"3.483,1250";"23,6340";"1.181,70";"29/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.489,9700";"3.514,4160";"24,4460";"1.222,30";"29/06/2017"
"CLP - PESO CHILENO";"N17";"4.964,2000";"4.968,5000";"4,3000";"107,50";"29/06/2017"
"CLP - PESO CHILENO";"U17";"5.015,0000";"5.021,8000";"6,8000";"170,00";"29/06/2017"
"CNY - IUAN";"N17";"4.837,6750";"4.868,7370";"31,0620";"1.087,17";"29/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.423,04";"99.427,67";"4,63";"5,60";"29/06/2017"
"DAP - Cupom de DI x IPCA";"Q17";"98.775,37";"98.785,54";"10,17";"12,30";"29/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"97.246,44";"97.221,49";"-24,95";"30,18";"29/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.744,61";"94.779,69";"35,08";"42,44";"29/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"91.540,44";"91.515,33";"-25,11";"30,38";"29/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"85.068,92";"84.971,49";"-97,43";"117,88";"29/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"81.451,30";"81.192,93";"-258,37";"312,61";"29/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"75.727,30";"75.489,25";"-238,05";"288,03";"29/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"72.701,90";"72.443,02";"-258,88";"313,23";"29/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.983,67";"67.829,89";"-153,78";"186,06";"29/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"60.543,81";"60.476,87";"-66,94";"80,99";"29/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.753,25";"48.680,98";"-72,27";"87,44";"29/06/2017"
"DDI - Cupom cambial";"N17";"99.550,33";"99.980,67";"430,34";"710,70";"29/06/2017"
"DDI - Cupom cambial";"Q17";"99.362,95";"99.790,52";"427,57";"706,13";"29/06/2017"
"DDI - Cupom cambial";"U17";"99.221,53";"99.643,94";"422,41";"697,61";"29/06/2017"
"DDI - Cupom cambial";"V17";"99.034,39";"99.454,11";"419,72";"693,16";"29/06/2017"
"DDI - Cupom cambial";"X17";"98.856,06";"99.272,69";"416,63";"688,06";"29/06/2017"
"DDI - Cupom cambial";"Z17";"98.689,37";"99.103,94";"414,57";"684,66";"29/06/2017"
"DDI - Cupom cambial";"F18";"98.483,20";"98.890,45";"407,25";"672,57";"29/06/2017"
"DDI - Cupom cambial";"G18";"98.319,10";"98.726,48";"407,38";"672,78";"29/06/2017"
"DDI - Cupom cambial";"H18";"98.128,22";"98.538,08";"409,86";"676,88";"29/06/2017"
"DDI - Cupom cambial";"J18";"97.912,77";"98.320,52";"407,75";"673,39";"29/06/2017"
"DDI - Cupom cambial";"K18";"97.717,87";"98.125,58";"407,71";"673,33";"29/06/2017"
"DDI - Cupom cambial";"M18";"97.493,50";"97.901,30";"407,80";"673,48";"29/06/2017"
"DDI - Cupom cambial";"N18";"97.297,01";"97.693,14";"396,13";"654,20";"29/06/2017"
"DDI - Cupom cambial";"V18";"96.676,03";"97.042,86";"366,83";"605,81";"29/06/2017"
"DDI - Cupom cambial";"F19";"95.943,84";"96.308,19";"364,35";"601,72";"29/06/2017"
"DDI - Cupom cambial";"J19";"95.269,55";"95.607,93";"338,38";"558,83";"29/06/2017"
"DDI - Cupom cambial";"N19";"94.521,51";"94.868,86";"347,35";"573,64";"29/06/2017"
"DDI - Cupom cambial";"V19";"93.744,22";"94.078,29";"334,07";"551,71";"29/06/2017"
"DDI - Cupom cambial";"F20";"92.910,59";"93.231,76";"321,17";"530,41";"29/06/2017"
"DDI - Cupom cambial";"J20";"92.112,01";"92.424,98";"312,97";"516,86";"29/06/2017"
"DDI - Cupom cambial";"N20";"91.197,50";"91.514,75";"317,25";"523,93";"29/06/2017"
"DDI - Cupom cambial";"V20";"90.310,04";"90.623,72";"313,68";"518,04";"29/06/2017"
"DDI - Cupom cambial";"F21";"89.331,42";"89.662,53";"331,11";"546,82";"29/06/2017"
"DDI - Cupom cambial";"J21";"88.487,78";"88.798,29";"310,51";"512,80";"29/06/2017"
"DDI - Cupom cambial";"N21";"87.545,02";"87.860,17";"315,15";"520,47";"29/06/2017"
"DDI - Cupom cambial";"V21";"86.681,11";"86.965,24";"284,13";"469,24";"29/06/2017"
"DDI - Cupom cambial";"F22";"85.599,13";"85.810,54";"211,41";"349,14";"29/06/2017"
"DDI - Cupom cambial";"J22";"84.686,83";"84.886,58";"199,75";"329,88";"29/06/2017"
"DDI - Cupom cambial";"N22";"83.534,73";"83.754,12";"219,39";"362,32";"29/06/2017"
"DDI - Cupom cambial";"F23";"81.390,00";"81.609,72";"219,72";"362,86";"29/06/2017"
"DDI - Cupom cambial";"F24";"77.203,81";"77.322,38";"118,57";"195,81";"29/06/2017"
"DDI - Cupom cambial";"F25";"73.303,84";"73.377,38";"73,54";"121,45";"29/06/2017"
"DDI - Cupom cambial";"F26";"69.325,74";"69.590,04";"264,30";"436,49";"29/06/2017"
"DDI - Cupom cambial";"F27";"65.572,45";"65.812,47";"240,02";"396,39";"29/06/2017"
"DDI - Cupom cambial";"F28";"62.062,44";"62.313,06";"250,62";"413,89";"29/06/2017"
"DDI - Cupom cambial";"F30";"55.504,87";"55.720,48";"215,61";"356,07";"29/06/2017"
"DI1 - DI de 1 dia";"N17";"99.923,36";"99.923,36";"0,00";"0,00";"29/06/2017"
"DI1 - DI de 1 dia";"Q17";"99.130,68";"99.130,59";"-0,09";"0,09";"29/06/2017"
"DI1 - DI de 1 dia";"U17";"98.330,84";"98.329,99";"-0,85";"0,85";"29/06/2017"
"DI1 - DI de 1 dia";"V17";"97.672,35";"97.669,82";"-2,53";"2,53";"29/06/2017"
"DI1 - DI de 1 dia";"X17";"96.991,91";"96.988,83";"-3,08";"3,08";"29/06/2017"
"DI1 - DI de 1 dia";"Z17";"96.373,10";"96.363,85";"-9,25";"9,25";"29/06/2017"
"DI1 - DI de 1 dia";"F18";"95.773,92";"95.756,52";"-17,40";"17,40";"29/06/2017"
"DI1 - DI de 1 dia";"G18";"95.094,31";"95.072,96";"-21,35";"21,35";"29/06/2017"
"DI1 - DI de 1 dia";"H18";"94.535,63";"94.510,53";"-25,10";"25,10";"29/06/2017"
"DI1 - DI de 1 dia";"J18";"93.903,07";"93.872,79";"-30,28";"30,28";"29/06/2017"
"DI1 - DI de 1 dia";"K18";"93.240,76";"93.219,92";"-20,84";"20,84";"29/06/2017"
"DI1 - DI de 1 dia";"M18";"92.587,72";"92.579,37";"-8,35";"8,35";"29/06/2017"
"DI1 - DI de 1 dia";"N18";"91.938,55";"91.908,88";"-29,67";"29,67";"29/06/2017"
