"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.413,7740";"2.433,2780";"19,5040";"1.170,24";"02/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.427,2700";"2.447,3140";"20,0440";"1.202,64";"02/06/2017"
"AUD - Dólar comercial australiano";"U17";"2.443,0920";"2.462,8150";"19,7230";"1.183,38";"02/06/2017"
"BGI - Boi gordo";"M17";"128,20";"128,17";"-0,03";"9,90";"02/06/2017"
"BGI - Boi gordo";"N17";"129,40";"129,34";"-0,06";"19,80";"02/06/2017"
"BGI - Boi gordo";"Q17";"129,99";"130,00";"0,01";"3,30";"02/06/2017"
"BGI - Boi gordo";"U17";"131,51";"131,42";"-0,09";"29,70";"02/06/2017"
"BGI - Boi gordo";"V17";"131,97";"131,88";"-0,09";"29,70";"02/06/2017"
"BGI - Boi gordo";"X17";"132,64";"132,55";"-0,09";"29,70";"02/06/2017"
"BGI - Boi gordo";"Z17";"133,06";"132,97";"-0,09";"29,70";"02/06/2017"
"BGI - Boi gordo";"K18";"134,60";"134,85";"0,25";"82,50";"02/06/2017"
"BGI - Boi gordo";"V18";"140,65";"140,89";"0,24";"79,20";"02/06/2017"
"BRI - IBrX-50";"Q17";"10.569";"10.604";"35";"350,00";"02/06/2017"
"BRI - IBrX-50";"V17";"10.720";"10.756";"36";"360,00";"02/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.422,1080";"2.426,0450";"3,9370";"236,22";"02/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.438,3320";"2.442,4720";"4,1400";"248,40";"02/06/2017"
"CAD - Dólar comercial canadense";"U17";"2.456,4670";"2.460,3050";"3,8380";"230,28";"02/06/2017"
"CCM - Milho";"N17";"26,21";"26,21";"0,00";"0,00";"02/06/2017"
"CCM - Milho";"U17";"26,75";"26,78";"0,03";"13,50";"02/06/2017"
"CCM - Milho";"X17";"27,43";"27,46";"0,03";"13,50";"02/06/2017"
"CCM - Milho";"F18";"28,60";"28,50";"-0,10";"45,00";"02/06/2017"
"CCM - Milho";"H18";"29,46";"29,64";"0,18";"81,00";"02/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.376,7040";"3.403,0720";"26,3680";"1.318,40";"02/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.434,4560";"3.460,8820";"26,4260";"1.321,30";"02/06/2017"
"CLP - PESO CHILENO";"N17";"4.861,6000";"4.879,2000";"17,6000";"440,00";"02/06/2017"
"CLP - PESO CHILENO";"U17";"4.913,3000";"4.931,5000";"18,2000";"455,00";"02/06/2017"
"CNY - IUAN";"N17";"4.800,1550";"4.802,9560";"2,8010";"98,03";"02/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"98.997,64";"99.006,38";"8,74";"10,58";"02/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.800,12";"96.797,84";"-2,28";"2,76";"02/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.100,91";"94.060,58";"-40,33";"48,82";"02/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.783,99";"90.702,80";"-81,19";"98,29";"02/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.345,33";"84.246,32";"-99,01";"119,86";"02/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"80.756,82";"80.669,90";"-86,92";"105,22";"02/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"75.042,48";"74.752,27";"-290,21";"351,33";"02/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"71.993,66";"71.795,65";"-198,01";"239,71";"02/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.516,89";"67.336,58";"-180,31";"218,28";"02/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"59.871,15";"59.821,93";"-49,22";"59,58";"02/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.007,67";"47.771,69";"-235,98";"285,68";"02/06/2017"
"DDI - Cupom cambial";"N17";"100.505,19";"100.527,18";"21,99";"35,52";"02/06/2017"
"DDI - Cupom cambial";"Q17";"100.318,48";"100.341,16";"22,68";"36,63";"02/06/2017"
"DDI - Cupom cambial";"U17";"100.172,07";"100.187,41";"15,34";"24,77";"02/06/2017"
"DDI - Cupom cambial";"V17";"99.962,71";"99.979,67";"16,96";"27,39";"02/06/2017"
"DDI - Cupom cambial";"X17";"99.787,76";"99.789,33";"1,57";"2,53";"02/06/2017"
"DDI - Cupom cambial";"Z17";"99.590,37";"99.587,16";"-3,21";"5,18";"02/06/2017"
"DDI - Cupom cambial";"F18";"99.355,00";"99.344,49";"-10,51";"16,97";"02/06/2017"
"DDI - Cupom cambial";"G18";"99.185,35";"99.173,23";"-12,12";"19,57";"02/06/2017"
"DDI - Cupom cambial";"H18";"98.999,44";"98.990,30";"-9,14";"14,76";"02/06/2017"
"DDI - Cupom cambial";"J18";"98.775,54";"98.757,41";"-18,13";"29,28";"02/06/2017"
"DDI - Cupom cambial";"K18";"98.560,69";"98.546,28";"-14,41";"23,27";"02/06/2017"
