"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.536,8060";"2.537,5550";"0,7490";"44,94";"30/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.551,5480";"2.553,7010";"2,1530";"129,18";"30/06/2017"
"AUD - Dólar comercial australiano";"U17";"2.567,3920";"2.569,5450";"2,1530";"129,18";"30/06/2017"
"BGI - Boi gordo";"M17";"127,89";"127,48";"-0,41";"135,30";"30/06/2017"
"BGI - Boi gordo";"N17";"123,52";"123,63";"0,11";"36,30";"30/06/2017"
"BGI - Boi gordo";"Q17";"123,95";"124,06";"0,11";"36,30";"30/06/2017"
"BGI - Boi gordo";"U17";"123,85";"123,96";"0,11";"36,30";"30/06/2017"
"BGI - Boi gordo";"V17";"124,47";"124,58";"0,11";"36,30";"30/06/2017"
"BGI - Boi gordo";"X17";"125,13";"125,24";"0,11";"36,30";"30/06/2017"
"BGI - Boi gordo";"Z17";"125,54";"125,65";"0,11";"36,30";"30/06/2017"
"BGI - Boi gordo";"K18";"126,01";"125,94";"-0,07";"23,10";"30/06/2017"
"BGI - Boi gordo";"V18";"130,88";"130,81";"-0,07";"23,10";"30/06/2017"
"BRI - IBrX-50";"Q17";"10.502";"10.613";"111";"1.110,00";"30/06/2017"
"BRI - IBrX-50";"V17";"10.648";"10.761";"113";"1.130,00";"30/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.540,3570";"2.547,3170";"6,9600";"417,60";"30/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.557,5580";"2.565,9320";"8,3740";"502,44";"30/06/2017"
"CAD - Dólar comercial canadense";"U17";"2.576,0550";"2.584,0490";"7,9940";"479,64";"30/06/2017"
"CCM - Milho";"N17";"25,51";"25,55";"0,04";"18,00";"30/06/2017"
"CCM - Milho";"U17";"25,63";"25,84";"0,21";"94,50";"30/06/2017"
"CCM - Milho";"X17";"26,52";"26,80";"0,28";"126,00";"30/06/2017"
"CCM - Milho";"F18";"26,97";"27,30";"0,33";"148,50";"30/06/2017"
"CCM - Milho";"H18";"28,25";"28,98";"0,73";"328,50";"30/06/2017"
"CCM - Milho";"U18";"28,80";"29,55";"0,75";"337,50";"30/06/2017"
"CHF - FRANCO SUÍÇO";"Q17";"3.483,1250";"3.476,4120";"-6,7130";"335,65";"30/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.514,4160";"3.506,4410";"-7,9750";"398,75";"30/06/2017"
"CLP - PESO CHILENO";"N17";"4.968,5000";"4.976,7950";"8,2950";"207,37";"30/06/2017"
"CLP - PESO CHILENO";"U17";"5.021,8000";"5.035,6000";"13,8000";"345,00";"30/06/2017"
"CNY - IUAN";"N17";"4.868,7370";"4.879,7110";"10,9740";"384,09";"30/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.473,79";"99.462,17";"-11,62";"14,05";"30/06/2017"
"DAP - Cupom de DI x IPCA";"Q17";"98.831,37";"98.837,00";"5,63";"6,81";"30/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"97.266,59";"97.296,07";"29,48";"35,66";"30/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.823,66";"94.888,76";"65,10";"78,76";"30/06/2017"
"DAP - Cupom de DI x IPCA";"F19";"92.909,83";"92.898,07";"-11,76";"14,22";"30/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"91.557,78";"91.743,27";"185,49";"224,41";"30/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"85.010,91";"85.140,04";"129,13";"156,23";"30/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"81.230,60";"81.447,95";"217,35";"262,96";"30/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"75.524,27";"75.615,24";"90,97";"110,06";"30/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"72.476,63";"72.579,16";"102,53";"124,04";"30/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.861,36";"67.935,83";"74,47";"90,09";"30/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"60.504,93";"60.542,24";"37,31";"45,14";"30/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.703,56";"48.751,90";"48,34";"58,48";"30/06/2017"
"DDI - Cupom cambial";"N17";"100.255,74";"100.356,01";"100,27";"165,20";"30/06/2017"
"DDI - Cupom cambial";"Q17";"100.065,06";"100.123,71";"58,65";"96,63";"30/06/2017"
"DDI - Cupom cambial";"U17";"99.918,08";"99.973,76";"55,68";"91,73";"30/06/2017"
"DDI - Cupom cambial";"V17";"99.727,73";"99.781,15";"53,42";"88,01";"30/06/2017"
"DDI - Cupom cambial";"X17";"99.545,81";"99.602,03";"56,22";"92,62";"30/06/2017"
"DDI - Cupom cambial";"Z17";"99.376,59";"99.421,59";"45,00";"74,14";"30/06/2017"
"DDI - Cupom cambial";"F18";"99.162,52";"99.200,44";"37,92";"62,47";"30/06/2017"
"DDI - Cupom cambial";"G18";"98.998,10";"99.031,47";"33,37";"54,98";"30/06/2017"
"DDI - Cupom cambial";"H18";"98.809,18";"98.834,41";"25,23";"41,56";"30/06/2017"
"DDI - Cupom cambial";"J18";"98.591,02";"98.616,41";"25,39";"41,83";"30/06/2017"
"DDI - Cupom cambial";"K18";"98.395,54";"98.410,67";"15,13";"24,92";"30/06/2017"
"DDI - Cupom cambial";"M18";"98.170,65";"98.185,53";"14,88";"24,51";"30/06/2017"
