"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"M17";"2.454,9190";"2.428,5490";"-26,3700";"1.582,20";"26/05/2017"
"AUD - Dólar comercial australiano";"Q17";"2.485,2120";"2.459,1440";"-26,0680";"1.564,08";"26/05/2017"
"BGI - Boi gordo";"K17";"133,63";"132,00";"-1,63";"537,90";"26/05/2017"
"BGI - Boi gordo";"M17";"129,71";"129,50";"-0,21";"69,30";"26/05/2017"
"BGI - Boi gordo";"N17";"130,67";"129,96";"-0,71";"234,30";"26/05/2017"
"BGI - Boi gordo";"Q17";"131,25";"131,42";"0,17";"56,10";"26/05/2017"
"BGI - Boi gordo";"U17";"131,55";"131,72";"0,17";"56,10";"26/05/2017"
"BGI - Boi gordo";"V17";"132,01";"132,18";"0,17";"56,10";"26/05/2017"
"BGI - Boi gordo";"X17";"132,68";"132,85";"0,17";"56,10";"26/05/2017"
"BGI - Boi gordo";"Z17";"133,10";"133,27";"0,17";"56,10";"26/05/2017"
"BGI - Boi gordo";"K18";"135,50";"135,00";"-0,50";"165,00";"26/05/2017"
"BGI - Boi gordo";"V18";"141,91";"141,04";"-0,87";"287,10";"26/05/2017"
"BRI - IBrX-50";"M17";"10.590";"10.728";"138";"1.380,00";"26/05/2017"
"BRI - IBrX-50";"Q17";"10.752";"10.890";"138";"1.380,00";"26/05/2017"
"CAD - Dólar comercial canadense";"M17";"2.441,4960";"2.424,4070";"-17,0890";"1.025,34";"26/05/2017"
"CAD - Dólar comercial canadense";"Q17";"2.476,9610";"2.460,1080";"-16,8530";"1.011,18";"26/05/2017"
"CCM - Milho";"U17";"26,96";"26,94";"-0,02";"9,00";"26/05/2017"
"CCM - Milho";"X17";"28,00";"27,98";"-0,02";"9,00";"26/05/2017"
"CCM - Milho";"F18";"29,30";"29,28";"-0,02";"9,00";"26/05/2017"
"CCM - Milho";"H18";"29,93";"29,71";"-0,22";"99,00";"26/05/2017"
"CHF - FRANCO SUÍÇO";"M17";"3.385,3140";"3.346,0680";"-39,2460";"1.962,30";"26/05/2017"
"CLP - PESO CHILENO";"M17";"4.918,0000";"4.848,8000";"-69,2000";"1.730,00";"26/05/2017"
"CLP - PESO CHILENO";"U17";"4.999,5000";"4.925,2000";"-74,3000";"1.857,50";"26/05/2017"
"CNY - IUAN";"N17";"4.820,6360";"4.779,7770";"-40,8590";"1.430,06";"26/05/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.086,69";"98.886,00";"-200,69";"242,70";"26/05/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.858,81";"96.846,31";"-12,50";"15,11";"26/05/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.118,04";"94.095,20";"-22,84";"27,62";"26/05/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.629,43";"90.779,86";"150,43";"181,92";"26/05/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.258,89";"84.438,81";"179,92";"217,59";"26/05/2017"
"DAP - Cupom de DI x IPCA";"K21";"80.581,86";"80.763,43";"181,57";"219,58";"26/05/2017"
"DAP - Cupom de DI x IPCA";"Q22";"74.778,26";"75.073,93";"295,67";"357,57";"26/05/2017"
"DAP - Cupom de DI x IPCA";"K23";"71.876,37";"72.119,80";"243,43";"294,39";"26/05/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.583,77";"67.768,56";"184,79";"223,48";"26/05/2017"
"DAP - Cupom de DI x IPCA";"Q26";"59.963,04";"60.015,87";"52,83";"63,89";"26/05/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.557,47";"48.800,59";"243,12";"294,02";"26/05/2017"
"DDI - Cupom cambial";"M17";"100.151,54";"99.153,56";"-997,98";"1.637,88";"26/05/2017"
"DDI - Cupom cambial";"N17";"100.042,56";"99.066,19";"-976,37";"1.602,41";"26/05/2017"
"DDI - Cupom cambial";"Q17";"99.856,87";"98.897,49";"-959,38";"1.574,53";"26/05/2017"
"DDI - Cupom cambial";"U17";"99.713,54";"98.763,26";"-950,28";"1.559,59";"26/05/2017"
"DDI - Cupom cambial";"V17";"99.501,46";"98.569,51";"-931,95";"1.529,51";"26/05/2017"
"DDI - Cupom cambial";"X17";"99.332,78";"98.400,66";"-932,12";"1.529,79";"26/05/2017"
"DDI - Cupom cambial";"Z17";"99.123,21";"98.200,72";"-922,49";"1.513,99";"26/05/2017"
"DDI - Cupom cambial";"F18";"98.880,48";"97.961,34";"-919,14";"1.508,49";"26/05/2017"
"DDI - Cupom cambial";"G18";"98.701,38";"97.797,57";"-903,81";"1.483,33";"26/05/2017"
"DDI - Cupom cambial";"H18";"98.520,37";"97.616,93";"-903,44";"1.482,72";"26/05/2017"
"DDI - Cupom cambial";"J18";"98.289,06";"97.367,22";"-921,84";"1.512,92";"26/05/2017"
"DDI - Cupom cambial";"K18";"98.068,71";"97.156,32";"-912,39";"1.497,41";"26/05/2017"
"DDI - Cupom cambial";"N18";"97.654,73";"96.758,59";"-896,14";"1.470,74";"26/05/2017"
"DDI - Cupom cambial";"V18";"96.972,50";"96.104,36";"-868,14";"1.424,79";"26/05/2017"
"DDI - Cupom cambial";"F19";"96.246,09";"95.373,64";"-872,45";"1.431,86";"26/05/2017"
"DDI - Cupom cambial";"J19";"95.519,48";"94.657,75";"-861,73";"1.414,27";"26/05/2017"
"DDI - Cupom cambial";"N19";"94.821,26";"93.962,10";"-859,16";"1.410,05";"26/05/2017"
"DDI - Cupom cambial";"V19";"94.018,56";"93.119,99";"-898,57";"1.474,73";"26/05/2017"
"DDI - Cupom cambial";"F20";"93.142,05";"92.250,50";"-891,55";"1.463,21";"26/05/2017"
"DDI - Cupom cambial";"J20";"92.288,63";"91.433,59";"-855,04";"1.403,29";"26/05/2017"
"DDI - Cupom cambial";"N20";"91.473,11";"90.624,68";"-848,43";"1.392,44";"26/05/2017"
"DDI - Cupom cambial";"V20";"90.515,45";"89.665,19";"-850,26";"1.395,44";"26/05/2017"
"DDI - Cupom cambial";"F21";"89.562,81";"88.691,53";"-871,28";"1.429,94";"26/05/2017"
"DDI - Cupom cambial";"J21";"88.700,73";"87.853,65";"-847,08";"1.390,22";"26/05/2017"
