"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"Q17";"2.493,0300";"2.493,6790";"0,6490";"38,94";"11/07/2017"
"AUD - Dólar comercial australiano";"U17";"2.508,5170";"2.509,2570";"0,7400";"44,40";"11/07/2017"
"BGI - Boi gordo";"N17";"124,10";"125,30";"1,20";"396,00";"11/07/2017"
"BGI - Boi gordo";"Q17";"124,52";"126,20";"1,68";"554,40";"11/07/2017"
"BGI - Boi gordo";"U17";"125,95";"127,70";"1,75";"577,50";"11/07/2017"
"BGI - Boi gordo";"V17";"127,28";"129,00";"1,72";"567,60";"11/07/2017"
"BGI - Boi gordo";"X17";"127,36";"129,08";"1,72";"567,60";"11/07/2017"
"BGI - Boi gordo";"Z17";"127,77";"129,50";"1,73";"570,90";"11/07/2017"
"BGI - Boi gordo";"K18";"127,70";"129,41";"1,71";"564,30";"11/07/2017"
"BGI - Boi gordo";"V18";"132,73";"134,53";"1,80";"594,00";"11/07/2017"
"BRI - IBrX-50";"Q17";"10.598";"10.736";"138";"1.380,00";"11/07/2017"
"BRI - IBrX-50";"V17";"10.747";"10.887";"140";"1.400,00";"11/07/2017"
"CAD - Dólar comercial canadense";"Q17";"2.546,1420";"2.529,6950";"-16,4470";"986,82";"11/07/2017"
"CAD - Dólar comercial canadense";"U17";"2.564,3100";"2.547,9110";"-16,3990";"983,94";"11/07/2017"
"CCM - Milho";"N17";"26,30";"26,83";"0,53";"238,50";"11/07/2017"
"CCM - Milho";"U17";"26,97";"27,51";"0,54";"243,00";"11/07/2017"
"CCM - Milho";"X17";"28,45";"28,86";"0,41";"184,50";"11/07/2017"
"CCM - Milho";"F18";"28,73";"29,14";"0,41";"184,50";"11/07/2017"
"CCM - Milho";"H18";"30,90";"31,20";"0,30";"135,00";"11/07/2017"
"CCM - Milho";"K18";"30,34";"30,63";"0,29";"130,50";"11/07/2017"
"CCM - Milho";"U18";"30,92";"31,22";"0,30";"135,00";"11/07/2017"
"CHF - FRANCO SUÍÇO";"Q17";"3.400,8560";"3.396,6910";"-4,1650";"208,25";"11/07/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.430,7080";"3.426,3580";"-4,3500";"217,50";"11/07/2017"
"CLP - PESO CHILENO";"U17";"4.941,9000";"4.930,5000";"-11,4000";"285,00";"11/07/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.802,95";"99.802,97";"0,02";"0,02";"11/07/2017"
"DAP - Cupom de DI x IPCA";"Q17";"99.153,35";"99.164,06";"10,71";"12,94";"11/07/2017"
"DAP - Cupom de DI x IPCA";"F18";"97.681,48";"97.675,15";"-6,33";"7,65";"11/07/2017"
"DAP - Cupom de DI x IPCA";"Q18";"95.250,60";"95.270,31";"19,71";"23,82";"11/07/2017"
"DAP - Cupom de DI x IPCA";"F19";"93.398,45";"93.489,91";"91,46";"110,53";"11/07/2017"
"DAP - Cupom de DI x IPCA";"K19";"92.163,60";"92.166,76";"3,16";"3,81";"11/07/2017"
"DAP - Cupom de DI x IPCA";"Q20";"85.587,96";"85.638,33";"50,37";"60,87";"11/07/2017"
"DAP - Cupom de DI x IPCA";"K21";"81.739,78";"81.835,34";"95,56";"115,49";"11/07/2017"
"DAP - Cupom de DI x IPCA";"Q22";"75.714,83";"75.912,58";"197,75";"239,00";"11/07/2017"
"DAP - Cupom de DI x IPCA";"K23";"72.629,84";"72.809,98";"180,14";"217,71";"11/07/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.830,12";"68.221,15";"391,03";"472,59";"11/07/2017"
"DAP - Cupom de DI x IPCA";"Q26";"60.495,63";"60.687,14";"191,51";"231,45";"11/07/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.599,18";"48.585,90";"-13,28";"16,05";"11/07/2017"
"DDI - Cupom cambial";"Q17";"99.835,41";"99.474,86";"-360,55";"588,59";"11/07/2017"
"DDI - Cupom cambial";"U17";"99.694,08";"99.332,81";"-361,27";"589,77";"11/07/2017"
"DDI - Cupom cambial";"V17";"99.507,35";"99.149,63";"-357,72";"583,97";"11/07/2017"
"DDI - Cupom cambial";"X17";"99.332,62";"98.971,71";"-360,91";"589,18";"11/07/2017"
