"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.507,1050";"2.528,1620";"21,0570";"1.263,42";"27/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.520,7890";"2.542,3800";"21,5910";"1.295,46";"27/06/2017"
"AUD - Dólar comercial australiano";"U17";"2.536,1750";"2.557,9920";"21,8170";"1.309,02";"27/06/2017"
"BGI - Boi gordo";"M17";"126,85";"127,34";"0,49";"161,70";"27/06/2017"
"BGI - Boi gordo";"N17";"121,85";"123,80";"1,95";"643,50";"27/06/2017"
"BGI - Boi gordo";"Q17";"121,75";"124,60";"2,85";"940,50";"27/06/2017"
"BGI - Boi gordo";"U17";"122,01";"124,87";"2,86";"943,80";"27/06/2017"
"BGI - Boi gordo";"V17";"122,63";"125,50";"2,87";"947,10";"27/06/2017"
"BGI - Boi gordo";"X17";"123,28";"126,17";"2,89";"953,70";"27/06/2017"
"BGI - Boi gordo";"Z17";"123,68";"126,58";"2,90";"957,00";"27/06/2017"
"BGI - Boi gordo";"K18";"124,17";"127,05";"2,88";"950,40";"27/06/2017"
"BGI - Boi gordo";"V18";"129,04";"132,00";"2,96";"976,80";"27/06/2017"
"BRI - IBrX-50";"Q17";"10.500";"10.414";"-86";"860,00";"27/06/2017"
"BRI - IBrX-50";"V17";"10.647";"10.559";"-88";"880,00";"27/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.494,8940";"2.531,0790";"36,1850";"2.171,10";"27/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.511,3850";"2.547,8260";"36,4410";"2.186,46";"27/06/2017"
"CCM - Milho";"N17";"26,00";"25,60";"-0,40";"180,00";"27/06/2017"
"CCM - Milho";"U17";"25,60";"25,18";"-0,42";"189,00";"27/06/2017"
"CCM - Milho";"X17";"26,55";"26,33";"-0,22";"99,00";"27/06/2017"
"CCM - Milho";"F18";"26,95";"26,70";"-0,25";"112,50";"27/06/2017"
"CCM - Milho";"H18";"28,73";"28,46";"-0,27";"121,50";"27/06/2017"
"CCM - Milho";"U18";"29,21";"28,93";"-0,28";"126,00";"27/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.400,0080";"3.470,2370";"70,2290";"3.511,45";"27/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.456,8280";"3.527,6570";"70,8290";"3.541,45";"27/06/2017"
"CLP - PESO CHILENO";"N17";"4.999,1000";"5.027,1000";"28,0000";"700,00";"27/06/2017"
"CLP - PESO CHILENO";"Q17";"5.024,9000";"5.051,4000";"26,5000";"662,50";"27/06/2017"
"CLP - PESO CHILENO";"U17";"5.052,8000";"5.079,4000";"26,6000";"665,00";"27/06/2017"
"CNY - IUAN";"N17";"4.830,3280";"4.885,7010";"55,3730";"1.938,05";"27/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.331,89";"99.328,20";"-3,69";"4,46";"27/06/2017"
"DAP - Cupom de DI x IPCA";"Q17";"98.671,85";"98.679,99";"8,14";"9,85";"27/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"97.119,96";"97.125,70";"5,74";"6,94";"27/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.585,75";"94.600,97";"15,22";"18,41";"27/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"91.424,48";"91.399,38";"-25,10";"30,37";"27/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.958,26";"84.936,28";"-21,98";"26,59";"27/06/2017"
