"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"M17";"2.414,7720";"2.414,7720";"0,0000";"0,00";"01/06/2017"
"AUD - Dólar comercial australiano";"N17";"2.422,5860";"2.413,7740";"-8,8120";"528,72";"01/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.436,7490";"2.427,2700";"-9,4790";"568,74";"01/06/2017"
"AUD - Dólar comercial australiano";"U17";"2.452,2530";"2.443,0920";"-9,1610";"549,66";"01/06/2017"
"BGI - Boi gordo";"M17";"129,00";"128,20";"-0,80";"264,00";"01/06/2017"
"BGI - Boi gordo";"N17";"130,56";"129,40";"-1,16";"382,80";"01/06/2017"
"BGI - Boi gordo";"Q17";"131,75";"129,99";"-1,76";"580,80";"01/06/2017"
"BGI - Boi gordo";"U17";"132,14";"131,51";"-0,63";"207,90";"01/06/2017"
"BGI - Boi gordo";"V17";"132,60";"131,97";"-0,63";"207,90";"01/06/2017"
"BGI - Boi gordo";"X17";"133,27";"132,64";"-0,63";"207,90";"01/06/2017"
"BGI - Boi gordo";"Z17";"133,69";"133,06";"-0,63";"207,90";"01/06/2017"
"BGI - Boi gordo";"K18";"135,50";"134,60";"-0,90";"297,00";"01/06/2017"
"BGI - Boi gordo";"V18";"141,55";"140,65";"-0,90";"297,00";"01/06/2017"
"BRI - IBrX-50";"M17";"10.482";"10.473";"-9";"90,00";"01/06/2017"
"BRI - IBrX-50";"Q17";"10.640";"10.569";"-71";"710,00";"01/06/2017"
"CAD - Dólar comercial canadense";"M17";"2.401,4960";"2.401,4960";"0,0000";"0,00";"01/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.415,6420";"2.422,1080";"6,4660";"387,96";"01/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.431,8440";"2.438,3320";"6,4880";"389,28";"01/06/2017"
"CAD - Dólar comercial canadense";"U17";"2.449,9660";"2.456,4670";"6,5010";"390,06";"01/06/2017"
"CCM - Milho";"N17";"26,60";"26,21";"-0,39";"175,50";"01/06/2017"
"CCM - Milho";"U17";"26,90";"26,75";"-0,15";"67,50";"01/06/2017"
"CCM - Milho";"X17";"27,80";"27,43";"-0,37";"166,50";"01/06/2017"
"CCM - Milho";"F18";"29,21";"28,60";"-0,61";"274,50";"01/06/2017"
"CCM - Milho";"H18";"29,83";"29,46";"-0,37";"166,50";"01/06/2017"
"CHF - FRANCO SUÍÇO";"M17";"3.352,4880";"3.352,4880";"0,0000";"0,00";"01/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.378,2740";"3.376,7040";"-1,5700";"78,50";"01/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.436,7820";"3.434,4560";"-2,3260";"116,30";"01/06/2017"
"CLP - PESO CHILENO";"M17";"4.830,4570";"4.830,4570";"0,0000";"0,00";"01/06/2017"
"CLP - PESO CHILENO";"N17";"4.840,3000";"4.861,6000";"21,3000";"532,50";"01/06/2017"
"CLP - PESO CHILENO";"U17";"4.892,2000";"4.913,3000";"21,1000";"527,50";"01/06/2017"
"CNY - IUAN";"N17";"4.774,4780";"4.800,1550";"25,6770";"898,69";"01/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"98.969,37";"98.980,15";"10,78";"13,04";"01/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.828,42";"96.783,02";"-45,40";"54,95";"01/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.289,75";"94.084,29";"-205,46";"248,68";"01/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"91.053,85";"90.767,95";"-285,90";"346,04";"01/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.689,29";"84.330,43";"-358,86";"434,35";"01/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"81.013,57";"80.742,55";"-271,02";"328,03";"01/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"75.286,71";"75.029,22";"-257,49";"311,66";"01/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"72.384,94";"71.980,94";"-404,00";"488,99";"01/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.872,62";"67.504,96";"-367,66";"445,00";"01/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"60.329,69";"59.860,57";"-469,12";"567,81";"01/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.539,32";"47.999,19";"-540,13";"653,76";"01/06/2017"
"DDI - Cupom cambial";"M17";"99.999,99";"100.000,00";"0,01";"0,01";"01/06/2017"
"DDI - Cupom cambial";"N17";"99.727,38";"100.064,04";"336,66";"546,01";"01/06/2017"
"DDI - Cupom cambial";"Q17";"99.555,52";"99.878,15";"322,63";"523,25";"01/06/2017"
"DDI - Cupom cambial";"U17";"99.416,75";"99.732,38";"315,63";"511,90";"01/06/2017"
"DDI - Cupom cambial";"V17";"99.219,43";"99.523,94";"304,51";"493,86";"01/06/2017"
"DDI - Cupom cambial";"X17";"99.040,36";"99.349,76";"309,40";"501,80";"01/06/2017"
"DDI - Cupom cambial";"Z17";"98.862,03";"99.153,23";"291,20";"472,28";"01/06/2017"
"DDI - Cupom cambial";"F18";"98.631,64";"98.918,90";"287,26";"465,89";"01/06/2017"
"DDI - Cupom cambial";"G18";"98.472,37";"98.749,99";"277,62";"450,25";"01/06/2017"
"DDI - Cupom cambial";"H18";"98.302,43";"98.564,90";"262,47";"425,68";"01/06/2017"
"DDI - Cupom cambial";"J18";"98.059,35";"98.341,98";"282,63";"458,38";"01/06/2017"
"DDI - Cupom cambial";"K18";"97.858,66";"98.128,07";"269,41";"436,94";"01/06/2017"
"DDI - Cupom cambial";"N18";"97.459,30";"97.731,65";"272,35";"441,71";"01/06/2017"
"DDI - Cupom cambial";"V18";"96.815,65";"97.084,39";"268,74";"435,85";"01/06/2017"
"DDI - Cupom cambial";"F19";"96.119,33";"96.337,05";"217,72";"353,10";"01/06/2017"
"DDI - Cupom cambial";"J19";"95.383,26";"95.628,35";"245,09";"397,49";"01/06/2017"
"DDI - Cupom cambial";"N19";"94.644,51";"94.853,66";"209,15";"339,20";"01/06/2017"
"DDI - Cupom cambial";"V19";"93.834,18";"94.056,57";"222,39";"360,68";"01/06/2017"
"DDI - Cupom cambial";"F20";"93.003,74";"93.221,62";"217,88";"353,36";"01/06/2017"
"DDI - Cupom cambial";"J20";"92.063,13";"92.377,69";"314,56";"510,16";"01/06/2017"
"DDI - Cupom cambial";"N20";"91.269,13";"91.500,10";"230,97";"374,59";"01/06/2017"
"DDI - Cupom cambial";"V20";"90.299,96";"90.562,76";"262,80";"426,22";"01/06/2017"
"DDI - Cupom cambial";"F21";"89.403,21";"89.607,21";"204,00";"330,85";"01/06/2017"
"DDI - Cupom cambial";"J21";"88.560,50";"88.779,28";"218,78";"354,82";"01/06/2017"
"DDI - Cupom cambial";"N21";"87.586,12";"87.783,98";"197,86";"320,89";"01/06/2017"
"DDI - Cupom cambial";"V21";"86.624,16";"86.827,85";"203,69";"330,35";"01/06/2017"
"DDI - Cupom cambial";"F22";"85.604,09";"85.809,60";"205,51";"333,30";"01/06/2017"
"DDI - Cupom cambial";"J22";"84.620,31";"84.785,88";"165,57";"268,52";"01/06/2017"
"DDI - Cupom cambial";"F23";"81.571,21";"81.741,01";"169,80";"275,39";"01/06/2017"
"DDI - Cupom cambial";"F24";"77.509,54";"77.676,94";"167,40";"271,49";"01/06/2017"
"DDI - Cupom cambial";"F25";"73.372,32";"73.593,26";"220,94";"358,33";"01/06/2017"
"DDI - Cupom cambial";"F26";"69.185,96";"69.399,97";"214,01";"347,09";"01/06/2017"
