"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"M17";"2.459,8870";"2.449,4680";"-10,4190";"625,14";"23/05/2017"
"AUD - Dólar comercial australiano";"N17";"2.475,9340";"2.465,3440";"-10,5900";"635,40";"23/05/2017"
"AUD - Dólar comercial australiano";"Q17";"2.489,8530";"2.479,5150";"-10,3380";"620,28";"23/05/2017"
"BGI - Boi gordo";"K17";"133,08";"133,50";"0,42";"138,60";"23/05/2017"
"BGI - Boi gordo";"M17";"128,56";"129,70";"1,14";"376,20";"23/05/2017"
"BGI - Boi gordo";"N17";"130,04";"130,75";"0,71";"234,30";"23/05/2017"
"BGI - Boi gordo";"Q17";"130,91";"131,25";"0,34";"112,20";"23/05/2017"
"BGI - Boi gordo";"U17";"131,17";"131,84";"0,67";"221,10";"23/05/2017"
"BGI - Boi gordo";"V17";"131,63";"132,30";"0,67";"221,10";"23/05/2017"
"BGI - Boi gordo";"X17";"132,30";"132,97";"0,67";"221,10";"23/05/2017"
"BGI - Boi gordo";"Z17";"132,72";"133,37";"0,65";"214,50";"23/05/2017"
"BGI - Boi gordo";"K18";"135,11";"135,80";"0,69";"227,70";"23/05/2017"
"BGI - Boi gordo";"V18";"141,50";"142,22";"0,72";"237,60";"23/05/2017"
"BRI - IBrX-50";"M17";"10.346";"10.508";"162";"1.620,00";"23/05/2017"
"BRI - IBrX-50";"Q17";"10.505";"10.669";"164";"1.640,00";"23/05/2017"
"CAD - Dólar comercial canadense";"M17";"2.436,8990";"2.422,2770";"-14,6220";"877,32";"23/05/2017"
"CAD - Dólar comercial canadense";"Q17";"2.471,7260";"2.458,4440";"-13,2820";"796,92";"23/05/2017"
"CCM - Milho";"U17";"27,75";"27,26";"-0,49";"220,50";"23/05/2017"
"CCM - Milho";"X17";"28,13";"27,64";"-0,49";"220,50";"23/05/2017"
"CCM - Milho";"F18";"29,82";"29,30";"-0,52";"234,00";"23/05/2017"
"CCM - Milho";"H18";"30,45";"29,83";"-0,62";"279,00";"23/05/2017"
"CHF - FRANCO SUÍÇO";"M17";"3.383,7080";"3.358,0880";"-25,6200";"1.281,00";"23/05/2017"
"CLP - PESO CHILENO";"M17";"4.908,6000";"4.853,4000";"-55,2000";"1.380,00";"23/05/2017"
"CNY - IUAN";"N17";"4.800,7400";"4.773,2400";"-27,5000";"962,50";"23/05/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.006,97";"99.054,87";"47,90";"57,89";"23/05/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.787,77";"96.846,96";"59,19";"71,54";"23/05/2017"
"DAP - Cupom de DI x IPCA";"Q18";"93.819,72";"94.071,98";"252,26";"304,90";"23/05/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.119,22";"90.540,35";"421,13";"509,01";"23/05/2017"
"DAP - Cupom de DI x IPCA";"Q20";"83.487,59";"84.077,06";"589,47";"712,48";"23/05/2017"
"DAP - Cupom de DI x IPCA";"K21";"79.479,50";"80.168,67";"689,17";"832,98";"23/05/2017"
"DAP - Cupom de DI x IPCA";"Q22";"73.668,38";"74.362,29";"693,91";"838,71";"23/05/2017"
"DAP - Cupom de DI x IPCA";"K23";"70.706,17";"71.386,60";"680,43";"822,42";"23/05/2017"
"DAP - Cupom de DI x IPCA";"Q24";"66.217,70";"67.127,23";"909,53";"1.099,33";"23/05/2017"
"DAP - Cupom de DI x IPCA";"Q26";"58.888,76";"59.819,73";"930,97";"1.125,24";"23/05/2017"
"DAP - Cupom de DI x IPCA";"Q30";"47.330,40";"48.405,24";"1.074,84";"1.299,14";"23/05/2017"
"DDI - Cupom cambial";"M17";"99.849,29";"99.317,44";"-531,85";"873,90";"23/05/2017"
"DDI - Cupom cambial";"N17";"99.729,18";"99.201,24";"-527,94";"867,48";"23/05/2017"
"DDI - Cupom cambial";"Q17";"99.516,40";"99.006,63";"-509,77";"837,62";"23/05/2017"
"DDI - Cupom cambial";"U17";"99.344,44";"98.843,61";"-500,83";"822,93";"23/05/2017"
"DDI - Cupom cambial";"V17";"99.120,78";"98.625,81";"-494,97";"813,30";"23/05/2017"
"DDI - Cupom cambial";"X17";"98.914,14";"98.445,06";"-469,08";"770,76";"23/05/2017"
"DDI - Cupom cambial";"Z17";"98.695,95";"98.244,69";"-451,26";"741,48";"23/05/2017"
"DDI - Cupom cambial";"F18";"98.475,01";"98.005,91";"-469,10";"770,80";"23/05/2017"
"DDI - Cupom cambial";"G18";"98.284,43";"97.819,07";"-465,36";"764,65";"23/05/2017"
"DDI - Cupom cambial";"H18";"98.097,95";"97.636,70";"-461,25";"757,90";"23/05/2017"
"DDI - Cupom cambial";"J18";"97.877,95";"97.408,66";"-469,29";"771,11";"23/05/2017"
"DDI - Cupom cambial";"K18";"97.681,72";"97.222,25";"-459,47";"754,97";"23/05/2017"
"DDI - Cupom cambial";"N18";"97.289,65";"96.830,03";"-459,62";"755,22";"23/05/2017"
"DDI - Cupom cambial";"V18";"96.619,44";"96.170,70";"-448,74";"737,34";"23/05/2017"
"DDI - Cupom cambial";"F19";"95.951,75";"95.500,04";"-451,71";"742,22";"23/05/2017"
"DDI - Cupom cambial";"J19";"95.271,77";"94.821,18";"-450,59";"740,38";"23/05/2017"
"DDI - Cupom cambial";"N19";"94.623,06";"94.185,58";"-437,48";"718,84";"23/05/2017"
"DDI - Cupom cambial";"V19";"93.904,21";"93.472,21";"-432,00";"709,84";"23/05/2017"
"DDI - Cupom cambial";"F20";"93.006,52";"92.612,74";"-393,78";"647,03";"23/05/2017"
"DDI - Cupom cambial";"J20";"92.192,89";"91.800,39";"-392,50";"644,93";"23/05/2017"
"DDI - Cupom cambial";"N20";"91.379,29";"91.018,15";"-361,14";"593,40";"23/05/2017"
"DDI - Cupom cambial";"V20";"90.515,98";"90.055,20";"-460,78";"757,13";"23/05/2017"
"DDI - Cupom cambial";"F21";"89.555,78";"89.133,09";"-422,69";"694,54";"23/05/2017"
"DDI - Cupom cambial";"J21";"88.662,62";"88.225,15";"-437,47";"718,82";"23/05/2017"
"DDI - Cupom cambial";"N21";"87.756,81";"87.272,73";"-484,08";"795,41";"23/05/2017"
"DDI - Cupom cambial";"V21";"86.831,61";"86.332,26";"-499,35";"820,50";"23/05/2017"
"DDI - Cupom cambial";"F22";"85.777,63";"85.299,00";"-478,63";"786,46";"23/05/2017"
"DDI - Cupom cambial";"J22";"84.787,02";"84.297,84";"-489,18";"803,79";"23/05/2017"
"DDI - Cupom cambial";"F23";"81.968,27";"81.410,21";"-558,06";"916,97";"23/05/2017"
"DDI - Cupom cambial";"F24";"78.038,67";"77.491,10";"-547,57";"899,73";"23/05/2017"
"DDI - Cupom cambial";"F25";"74.177,63";"73.655,74";"-521,89";"857,54";"23/05/2017"
"DDI - Cupom cambial";"F26";"70.029,69";"69.507,57";"-522,12";"857,92";"23/05/2017"
"DDI - Cupom cambial";"F27";"66.175,40";"65.699,96";"-475,44";"781,21";"23/05/2017"
"DDI - Cupom cambial";"F28";"62.638,56";"62.170,74";"-467,82";"768,69";"23/05/2017"
"DDI - Cupom cambial";"F30";"56.002,43";"55.600,45";"-401,98";"660,51";"23/05/2017"
"DI1 - DI de 1 dia";"M17";"99.706,97";"99.706,96";"-0,01";"0,01";"23/05/2017"
"DI1 - DI de 1 dia";"N17";"98.892,89";"98.899,42";"6,53";"6,53";"23/05/2017"
"DI1 - DI de 1 dia";"Q17";"98.091,82";"98.103,20";"11,38";"11,38";"23/05/2017"
"DI1 - DI de 1 dia";"U17";"97.258,67";"97.289,60";"30,93";"30,93";"23/05/2017"
"DI1 - DI de 1 dia";"V17";"96.561,50";"96.599,50";"38,00";"38,00";"23/05/2017"
"DI1 - DI de 1 dia";"X17";"95.851,64";"95.892,47";"40,83";"40,83";"23/05/2017"
"DI1 - DI de 1 dia";"Z17";"95.174,41";"95.228,12";"53,71";"53,71";"23/05/2017"
"DI1 - DI de 1 dia";"F18";"94.515,34";"94.583,91";"68,57";"68,57";"23/05/2017"
"DI1 - DI de 1 dia";"G18";"93.754,14";"93.850,45";"96,31";"96,31";"23/05/2017"
"DI1 - DI de 1 dia";"H18";"93.095,25";"93.207,20";"111,95";"111,95";"23/05/2017"
"DI1 - DI de 1 dia";"J18";"92.418,81";"92.550,28";"131,47";"131,47";"23/05/2017"
"DI1 - DI de 1 dia";"K18";"91.720,20";"91.879,55";"159,35";"159,35";"23/05/2017"
"DI1 - DI de 1 dia";"N18";"90.174,77";"90.396,76";"221,99";"221,99";"23/05/2017"
"DI1 - DI de 1 dia";"V18";"87.849,28";"88.160,10";"310,82";"310,82";"23/05/2017"
"DI1 - DI de 1 dia";"F19";"85.579,13";"86.000,19";"421,06";"421,06";"23/05/2017"
"DI1 - DI de 1 dia";"J19";"83.319,86";"83.820,23";"500,37";"500,37";"23/05/2017"
"DI1 - DI de 1 dia";"N19";"80.974,76";"81.587,82";"613,06";"613,06";"23/05/2017"
"DI1 - DI de 1 dia";"V19";"78.532,47";"79.252,06";"719,59";"719,59";"23/05/2017"
"DI1 - DI de 1 dia";"F20";"76.157,45";"76.984,71";"827,26";"827,26";"23/05/2017"
"DI1 - DI de 1 dia";"J20";"73.993,60";"74.902,07";"908,47";"908,47";"23/05/2017"
"DI1 - DI de 1 dia";"N20";"71.783,84";"72.769,96";"986,12";"986,12";"23/05/2017"
"DI1 - DI de 1 dia";"V20";"69.523,43";"70.589,70";"1.066,27";"1.066,27";"23/05/2017"
"DI1 - DI de 1 dia";"F21";"67.474,66";"68.620,02";"1.145,36";"1.145,36";"23/05/2017"
"DI1 - DI de 1 dia";"J21";"65.552,23";"66.732,89";"1.180,66";"1.180,66";"23/05/2017"
"DI1 - DI de 1 dia";"N21";"63.588,21";"64.797,14";"1.208,93";"1.208,93";"23/05/2017"
"DI1 - DI de 1 dia";"V21";"61.681,86";"62.926,32";"1.244,46";"1.244,46";"23/05/2017"
"DI1 - DI de 1 dia";"F22";"59.870,01";"61.142,56";"1.272,55";"1.272,55";"23/05/2017"
"DI1 - DI de 1 dia";"J22";"58.142,18";"59.439,25";"1.297,07";"1.297,07";"23/05/2017"
"DI1 - DI de 1 dia";"N22";"56.476,93";"57.793,31";"1.316,38";"1.316,38";"23/05/2017"
"DI1 - DI de 1 dia";"F23";"53.169,59";"54.518,61";"1.349,02";"1.349,02";"23/05/2017"
