"Mercadoria";"Vencimento";"Preço de ajuste anterior";"Preço de ajuste Atual";"Variação";"Valor do ajuste por contrato (R$)";"Data Atualização"
"AUD - Dólar comercial australiano";"N17";"2.503,9140";"2.500,4920";"-3,4220";"205,32";"14/06/2017"
"AUD - Dólar comercial australiano";"Q17";"2.518,4160";"2.514,7520";"-3,6640";"219,84";"14/06/2017"
"BGI - Boi gordo";"M17";"126,50";"126,63";"0,13";"42,90";"14/06/2017"
"BGI - Boi gordo";"N17";"125,98";"124,75";"-1,23";"405,90";"14/06/2017"
"BGI - Boi gordo";"Q17";"126,25";"125,22";"-1,03";"339,90";"14/06/2017"
"BGI - Boi gordo";"U17";"127,39";"126,36";"-1,03";"339,90";"14/06/2017"
"BGI - Boi gordo";"V17";"128,04";"127,00";"-1,04";"343,20";"14/06/2017"
"BGI - Boi gordo";"X17";"128,72";"127,67";"-1,05";"346,50";"14/06/2017"
"BGI - Boi gordo";"Z17";"129,13";"128,08";"-1,05";"346,50";"14/06/2017"
"BGI - Boi gordo";"K18";"130,39";"129,35";"-1,04";"343,20";"14/06/2017"
"BGI - Boi gordo";"V18";"136,23";"135,14";"-1,09";"359,70";"14/06/2017"
"BRI - IBrX-50";"Q17";"10.471";"10.485";"14";"140,00";"14/06/2017"
"BRI - IBrX-50";"V17";"10.620";"10.634";"14";"140,00";"14/06/2017"
"CAD - Dólar comercial canadense";"N17";"2.511,4610";"2.488,0210";"-23,4400";"1.406,40";"14/06/2017"
"CAD - Dólar comercial canadense";"Q17";"2.528,4620";"2.505,6970";"-22,7650";"1.365,90";"14/06/2017"
"CAD - Dólar comercial canadense";"U17";"2.546,8070";"2.523,7890";"-23,0180";"1.381,08";"14/06/2017"
"CCM - Milho";"N17";"26,31";"26,45";"0,14";"63,00";"14/06/2017"
"CCM - Milho";"U17";"27,19";"27,02";"-0,17";"76,50";"14/06/2017"
"CCM - Milho";"X17";"27,92";"27,50";"-0,42";"189,00";"14/06/2017"
"CCM - Milho";"F18";"28,78";"28,60";"-0,18";"81,00";"14/06/2017"
"CCM - Milho";"H18";"30,18";"29,77";"-0,41";"184,50";"14/06/2017"
"CCM - Milho";"U18";"29,82";"29,42";"-0,40";"180,00";"14/06/2017"
"CHF - FRANCO SUÍÇO";"N17";"3.434,4600";"3.394,2920";"-40,1680";"2.008,40";"14/06/2017"
"CHF - FRANCO SUÍÇO";"U17";"3.492,6600";"3.453,0960";"-39,5640";"1.978,20";"14/06/2017"
"CLP - PESO CHILENO";"N17";"5.020,7000";"4.987,4000";"-33,3000";"832,50";"14/06/2017"
"CLP - PESO CHILENO";"Q17";"5.046,5000";"5.010,9000";"-35,6000";"890,00";"14/06/2017"
"CLP - PESO CHILENO";"U17";"5.073,5000";"5.038,4000";"-35,1000";"877,50";"14/06/2017"
"CNY - IUAN";"N17";"4.880,8380";"4.845,3210";"-35,5170";"1.243,09";"14/06/2017"
"DAP - Cupom de DI x IPCA";"N17";"99.029,37";"99.039,46";"10,09";"12,21";"14/06/2017"
"DAP - Cupom de DI x IPCA";"Q17";"98.554,59";"98.560,33";"5,74";"6,94";"14/06/2017"
"DAP - Cupom de DI x IPCA";"F18";"96.922,19";"96.908,40";"-13,79";"16,69";"14/06/2017"
"DAP - Cupom de DI x IPCA";"Q18";"94.092,72";"94.120,20";"27,48";"33,26";"14/06/2017"
"DAP - Cupom de DI x IPCA";"K19";"90.934,94";"90.930,58";"-4,36";"5,27";"14/06/2017"
"DAP - Cupom de DI x IPCA";"Q20";"84.468,91";"84.440,69";"-28,22";"34,16";"14/06/2017"
"DAP - Cupom de DI x IPCA";"K21";"80.782,62";"80.929,41";"146,79";"177,71";"14/06/2017"
"DAP - Cupom de DI x IPCA";"Q22";"75.143,31";"75.287,82";"144,51";"174,95";"14/06/2017"
"DAP - Cupom de DI x IPCA";"K23";"72.045,44";"72.244,41";"198,97";"240,89";"14/06/2017"
"DAP - Cupom de DI x IPCA";"Q24";"67.456,47";"67.637,14";"180,67";"218,73";"14/06/2017"
"DAP - Cupom de DI x IPCA";"Q26";"59.929,85";"60.292,25";"362,40";"438,75";"14/06/2017"
"DAP - Cupom de DI x IPCA";"Q30";"48.096,18";"48.454,32";"358,14";"433,59";"14/06/2017"
"DDI - Cupom cambial";"N17";"99.570,91";"98.752,78";"-818,13";"1.358,42";"14/06/2017"
"DDI - Cupom cambial";"Q17";"99.385,80";"98.567,49";"-818,31";"1.358,72";"14/06/2017"
"DDI - Cupom cambial";"U17";"99.232,84";"98.416,94";"-815,90";"1.354,72";"14/06/2017"
"DDI - Cupom cambial";"V17";"99.021,50";"98.208,51";"-812,99";"1.349,88";"14/06/2017"
"DDI - Cupom cambial";"X17";"98.835,36";"98.010,39";"-824,97";"1.369,78";"14/06/2017"
"DDI - Cupom cambial";"Z17";"98.634,00";"97.828,75";"-805,25";"1.337,03";"14/06/2017"
"DDI - Cupom cambial";"F18";"98.404,06";"97.606,63";"-797,43";"1.324,05";"14/06/2017"
